TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.042166	0.017854	0.011512	0.018663	0.008612	0.022570	0.017612	0.013382	0.013340	0.017364	0.033709	0.783217
A	0.022344	0.069992	0.085698	0.118172	0.011163	0.072338	0.006336	0.078882	0.038146	0.033243	0.099305	0.364381
person	0.020857	0.159784	0.034459	0.084278	0.086513	0.033139	0.005971	0.068376	0.091180	0.022659	0.080154	0.312628
is	0.010065	0.027971	0.070531	0.043834	0.012073	0.015336	0.010307	0.054186	0.015634	0.012640	0.030424	0.696998
training	0.015099	0.032088	0.041622	0.028415	0.113017	0.031343	0.062649	0.107398	0.030416	0.026778	0.039187	0.471989
his	0.007112	0.011554	0.064336	0.045135	0.398224	0.015338	0.108096	0.035443	0.011859	0.043637	0.031464	0.227802
horse	0.006417	0.004851	0.007512	0.008674	0.564208	0.006802	0.060452	0.023491	0.006069	0.033974	0.027964	0.249584
for	0.004282	0.003154	0.020228	0.008148	0.876742	0.011105	0.005018	0.003417	0.003621	0.022292	0.009076	0.032917
a	0.019780	0.019486	0.048379	0.063165	0.127826	0.035914	0.013675	0.205508	0.022628	0.100934	0.035097	0.307610
competition	0.023533	0.013144	0.015014	0.023148	0.025152	0.032925	0.007934	0.021621	0.018733	0.013494	0.083593	0.721709
.	0.011936	0.021532	0.045257	0.083021	0.007865	0.027158	0.019761	0.020347	0.020345	0.014792	0.022561	0.705426
[SEP]	0.001298	0.001881	0.003109	0.004283	0.004731	0.000927	0.004545	0.001877	0.001391	0.002439	0.002663	0.970856
