TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.419901	0.008455	0.010995	0.013279	0.009986	0.018676	0.020953	0.010108	0.010854	0.015144	0.046986	0.414664
A	0.052429	0.029967	0.227766	0.126648	0.086865	0.153362	0.098253	0.031309	0.021454	0.053115	0.024873	0.093958
person	0.044428	0.068621	0.029751	0.161348	0.106379	0.139312	0.092274	0.070820	0.038242	0.151071	0.024651	0.073105
is	0.025716	0.136815	0.173699	0.020920	0.175365	0.106318	0.069601	0.030355	0.028698	0.160189	0.013646	0.058678
training	0.028765	0.037460	0.079638	0.073805	0.087027	0.037731	0.280080	0.028388	0.068932	0.211937	0.011227	0.055010
his	0.022605	0.056201	0.141748	0.081478	0.173620	0.020911	0.197032	0.034098	0.018176	0.198084	0.015355	0.040691
horse	0.190446	0.010499	0.019141	0.119211	0.036229	0.010236	0.023954	0.030820	0.019919	0.056173	0.109498	0.373874
for	0.045267	0.057590	0.066213	0.050094	0.113753	0.100959	0.116331	0.015915	0.109263	0.202585	0.019481	0.102550
a	0.100648	0.068487	0.104300	0.104909	0.086466	0.077566	0.056644	0.038728	0.036698	0.100867	0.076695	0.147993
competition	0.089864	0.079185	0.065791	0.146364	0.074697	0.052643	0.135171	0.055049	0.070180	0.086590	0.035234	0.109234
.	0.245544	0.071158	0.036918	0.020113	0.021654	0.036597	0.008592	0.021109	0.026763	0.014730	0.073746	0.423076
[SEP]	0.592508	0.000327	0.000218	0.000711	0.000598	0.000399	0.000522	0.000746	0.000694	0.000422	0.145301	0.257553
