TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.058935	0.028115	0.023919	0.030329	0.006879	0.033268	0.033561	0.005330	0.023773	0.021785	0.023629	0.710478
A	0.004649	0.071058	0.007775	0.045260	0.006647	0.019332	0.025953	0.004711	0.017500	0.005228	0.006856	0.785031
person	0.012363	0.019148	0.241071	0.051569	0.023656	0.009655	0.146520	0.003380	0.005843	0.052161	0.003049	0.431587
is	0.013298	0.050833	0.053730	0.340379	0.048220	0.013736	0.027231	0.021662	0.020729	0.023119	0.012775	0.374289
training	0.003861	0.001985	0.002428	0.006783	0.859727	0.007220	0.016019	0.002054	0.002998	0.033828	0.001001	0.062095
his	0.020453	0.015408	0.013320	0.019192	0.069142	0.069522	0.027980	0.005835	0.010029	0.051573	0.005917	0.691629
horse	0.006036	0.006813	0.014028	0.007888	0.038876	0.006775	0.462382	0.004047	0.003225	0.020423	0.002667	0.426840
for	0.017751	0.020349	0.017636	0.051562	0.054428	0.010000	0.048917	0.421455	0.043118	0.015965	0.009551	0.289270
a	0.021613	0.044431	0.012791	0.054910	0.074589	0.020956	0.053326	0.035427	0.116706	0.056674	0.007994	0.500583
competition	0.003116	0.001802	0.005439	0.004690	0.028010	0.001272	0.070655	0.001130	0.003907	0.498155	0.002293	0.379530
.	0.014925	0.027285	0.014796	0.045819	0.010289	0.007855	0.019882	0.013299	0.013342	0.024886	0.038749	0.768872
[SEP]	0.053275	0.051445	0.060090	0.074262	0.092454	0.055442	0.100645	0.056751	0.053161	0.070276	0.069805	0.262395
