TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.530569	0.046206	0.018698	0.036122	0.025157	0.038340	0.012278	0.047388	0.052519	0.016675	0.054766	0.121283
A	0.049257	0.011236	0.003449	0.044615	0.013565	0.193041	0.003178	0.283691	0.156809	0.014594	0.139071	0.087493
person	0.245825	0.022538	0.002361	0.029383	0.052601	0.167339	0.009784	0.075387	0.135561	0.037553	0.162151	0.059516
is	0.163330	0.018851	0.006386	0.041826	0.037627	0.105451	0.011765	0.168480	0.055432	0.036047	0.210702	0.144104
training	0.132661	0.015233	0.014163	0.055450	0.010780	0.094122	0.064241	0.200043	0.088337	0.040379	0.168835	0.115756
his	0.162974	0.013516	0.009322	0.026625	0.016985	0.119961	0.011938	0.138018	0.098865	0.046435	0.182003	0.173357
horse	0.542486	0.014626	0.010610	0.012214	0.010240	0.057936	0.002857	0.033685	0.116240	0.035458	0.087798	0.075852
for	0.281876	0.015932	0.004754	0.036665	0.026460	0.035012	0.006767	0.114887	0.065649	0.059756	0.164522	0.187720
a	0.209023	0.018149	0.004959	0.029679	0.018497	0.037891	0.003696	0.118553	0.110213	0.083654	0.159629	0.206059
competition	0.465722	0.025577	0.022768	0.017859	0.003522	0.049960	0.009374	0.079847	0.074448	0.001784	0.117105	0.132035
.	0.341262	0.035503	0.023999	0.048341	0.056692	0.048561	0.022793	0.063540	0.053328	0.052348	0.132332	0.121300
[SEP]	0.756369	0.010300	0.005771	0.020406	0.016776	0.017690	0.006069	0.021218	0.027093	0.015614	0.051170	0.051524
