TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.014447	0.021162	0.007171	0.009415	0.013336	0.007213	0.005951	0.010115	0.005944	0.007668	0.005091	0.892488
A	0.014889	0.150917	0.049827	0.014925	0.002377	0.009998	0.002320	0.002140	0.002802	0.002403	0.022391	0.725012
person	0.009017	0.247110	0.064511	0.023282	0.001476	0.001969	0.001469	0.000895	0.000168	0.001191	0.013660	0.635251
is	0.037260	0.266893	0.045383	0.058542	0.050678	0.022484	0.003135	0.004384	0.001451	0.005558	0.045127	0.459104
training	0.065401	0.063371	0.058898	0.065695	0.085185	0.038278	0.044699	0.006170	0.001572	0.008899	0.085686	0.476145
his	0.032070	0.129194	0.104941	0.157103	0.085254	0.014027	0.009649	0.003825	0.001960	0.001409	0.023111	0.437456
horse	0.032594	0.033218	0.078619	0.024536	0.012353	0.096762	0.037636	0.003359	0.001426	0.005299	0.020941	0.653258
for	0.033532	0.025624	0.019383	0.120011	0.528828	0.066271	0.026279	0.096312	0.007894	0.013208	0.020468	0.042190
a	0.077670	0.116915	0.052071	0.146518	0.168494	0.068361	0.024361	0.030555	0.008259	0.018321	0.046592	0.241883
competition	0.027028	0.003065	0.006513	0.015146	0.093477	0.004515	0.026122	0.078627	0.013613	0.027235	0.045106	0.659552
.	0.036274	0.103608	0.048236	0.141179	0.106073	0.116267	0.044479	0.125526	0.048062	0.043003	0.049541	0.137752
[SEP]	0.010197	0.007158	0.004219	0.004205	0.005284	0.006337	0.002843	0.004237	0.004957	0.002400	0.008682	0.939481
