TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.748566	0.004018	0.000931	0.005941	0.000635	0.000374	0.001910	0.006951	0.003677	0.000748	0.108466	0.117784
A	0.845250	0.006598	0.008432	0.016671	0.002777	0.005086	0.004193	0.006906	0.011706	0.003338	0.050614	0.038430
person	0.503337	0.018389	0.015468	0.023988	0.026258	0.039772	0.006044	0.046852	0.008176	0.185241	0.041945	0.084530
is	0.852760	0.007725	0.017856	0.011671	0.002800	0.020667	0.001781	0.008538	0.018808	0.010229	0.031154	0.016011
training	0.535432	0.023814	0.020215	0.067782	0.007920	0.011193	0.132337	0.033884	0.011360	0.012664	0.077559	0.065839
his	0.780706	0.013263	0.012591	0.026257	0.012629	0.025827	0.005218	0.005852	0.043407	0.014605	0.035546	0.024099
horse	0.899683	0.001910	0.002041	0.009039	0.002850	0.001553	0.002250	0.009762	0.001539	0.004159	0.028077	0.037137
for	0.775960	0.007502	0.014520	0.021829	0.001519	0.016884	0.006653	0.003841	0.017041	0.039370	0.040824	0.054056
a	0.768942	0.008492	0.007989	0.029377	0.002584	0.008243	0.002037	0.017185	0.018355	0.003293	0.099467	0.034036
competition	0.099335	0.010155	0.118732	0.047904	0.067083	0.004862	0.424713	0.029051	0.002449	0.028699	0.038228	0.128790
.	0.530555	0.042149	0.005969	0.024056	0.001060	0.007964	0.002672	0.013611	0.116984	0.001616	0.197613	0.055752
[SEP]	0.004859	0.050819	0.000107	0.000508	0.000020	0.002818	0.000038	0.001384	0.923160	0.000056	0.015722	0.000510
