TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.067371	0.015961	0.036543	0.005948	0.001979	0.000224	0.009747	0.001622	0.008775	0.030638	0.016863	0.804330
A	0.002698	0.019288	0.038462	0.172256	0.121456	0.009091	0.072715	0.028384	0.071936	0.041432	0.146440	0.275841
person	0.006046	0.010790	0.013272	0.074577	0.049119	0.005357	0.376574	0.012251	0.018985	0.014664	0.092379	0.325985
is	0.007886	0.026175	0.081491	0.025891	0.029994	0.015515	0.129097	0.056386	0.025125	0.037160	0.204504	0.360776
training	0.013784	0.030017	0.016756	0.035429	0.151055	0.094223	0.041635	0.063592	0.069560	0.024453	0.254375	0.205120
his	0.002983	0.011019	0.015976	0.014202	0.121902	0.010712	0.441617	0.028137	0.069230	0.015627	0.175888	0.092708
horse	0.031503	0.092151	0.023332	0.077016	0.048893	0.042801	0.095514	0.010427	0.049687	0.021292	0.288816	0.218569
for	0.008612	0.021068	0.007580	0.026893	0.100991	0.070701	0.019416	0.045940	0.027275	0.032171	0.230735	0.408617
a	0.005488	0.018526	0.006109	0.020584	0.202022	0.041887	0.016158	0.011463	0.084178	0.177554	0.188905	0.227126
competition	0.025382	0.018844	0.004779	0.019312	0.110026	0.014994	0.038288	0.005793	0.068870	0.260520	0.090113	0.343079
.	0.006744	0.039426	0.040325	0.022898	0.030835	0.007797	0.054058	0.007251	0.010696	0.067090	0.063184	0.649697
[SEP]	0.011317	0.006350	0.004522	0.009498	0.011897	0.005420	0.013897	0.009998	0.008738	0.010316	0.007295	0.900753
