TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.191069	0.031458	0.005653	0.003504	0.002553	0.004852	0.001688	0.001966	0.024005	0.004482	0.012490	0.716283
A	0.007330	0.050547	0.014430	0.020543	0.009371	0.007091	0.017371	0.013964	0.031302	0.036398	0.051231	0.740423
person	0.003209	0.082568	0.041277	0.011641	0.014637	0.031047	0.004904	0.007670	0.006667	0.002560	0.020549	0.773272
is	0.006816	0.083915	0.025157	0.026598	0.010841	0.010872	0.008491	0.004917	0.004300	0.004150	0.023399	0.790544
training	0.015831	0.038645	0.036720	0.011294	0.013972	0.010684	0.017937	0.004410	0.002230	0.004164	0.020528	0.823586
his	0.009900	0.063244	0.645272	0.053549	0.019786	0.008002	0.026913	0.004854	0.001669	0.003569	0.016666	0.146575
horse	0.024034	0.019395	0.071494	0.005356	0.003974	0.007713	0.023568	0.005476	0.002014	0.003835	0.010600	0.822542
for	0.012102	0.028377	0.017917	0.070103	0.114771	0.020691	0.401049	0.011794	0.017054	0.019234	0.013297	0.273612
a	0.010173	0.127666	0.063544	0.149472	0.214844	0.052850	0.168644	0.025975	0.015668	0.013761	0.014163	0.143241
competition	0.032985	0.030089	0.029731	0.017288	0.075930	0.031120	0.078138	0.027763	0.011496	0.021258	0.018551	0.625651
.	0.005293	0.184704	0.026483	0.336674	0.108402	0.042354	0.058403	0.032221	0.045554	0.026953	0.022033	0.110927
[SEP]	0.009105	0.005563	0.002318	0.002149	0.001636	0.001032	0.001640	0.001679	0.003132	0.002050	0.006673	0.963023
