TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.770455	0.023375	0.014687	0.026317	0.011667	0.015326	0.008174	0.023202	0.015290	0.011205	0.038258	0.042044
A	0.029257	0.048186	0.088567	0.561033	0.160465	0.022015	0.049611	0.026327	0.001673	0.000687	0.001148	0.011031
person	0.321245	0.073916	0.021004	0.056428	0.279929	0.111691	0.061092	0.043125	0.012990	0.007230	0.001688	0.009662
is	0.047691	0.039872	0.039165	0.027201	0.154094	0.455250	0.166212	0.041213	0.009394	0.012196	0.003990	0.003721
training	0.128584	0.019702	0.146149	0.037058	0.017304	0.075675	0.394932	0.102808	0.006055	0.034874	0.021388	0.015471
his	0.089006	0.003446	0.009374	0.065393	0.025418	0.064152	0.138225	0.410129	0.121139	0.017520	0.016626	0.039571
horse	0.462519	0.001554	0.000420	0.002584	0.004923	0.027173	0.018225	0.153215	0.245738	0.041480	0.014095	0.028074
for	0.024454	0.000835	0.001201	0.000334	0.005310	0.004753	0.018830	0.021304	0.045426	0.791573	0.044963	0.041017
a	0.042779	0.001445	0.005782	0.000622	0.000687	0.002030	0.060554	0.071402	0.025012	0.196322	0.396585	0.196782
competition	0.442221	0.000936	0.002483	0.000424	0.000569	0.000307	0.011359	0.034747	0.021151	0.051668	0.156377	0.277758
.	0.666904	0.002647	0.000591	0.001061	0.002148	0.000717	0.001148	0.008600	0.021974	0.035478	0.071782	0.186948
[SEP]	0.977225	0.000710	0.000209	0.000085	0.000117	0.000092	0.000048	0.000143	0.000393	0.001908	0.006275	0.012797
