TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.042163	0.006678	0.002985	0.001119	0.001981	0.004110	0.036750	0.000969	0.001075	0.007596	0.005019	0.889557
A	0.006844	0.028810	0.531919	0.035954	0.000959	0.001883	0.001312	0.000522	0.000372	0.002024	0.010471	0.378929
person	0.029405	0.184471	0.011961	0.017098	0.002148	0.095097	0.000364	0.000104	0.000989	0.002196	0.014940	0.641228
is	0.014880	0.013912	0.174972	0.072470	0.036111	0.053811	0.000759	0.000247	0.000226	0.000645	0.004628	0.627338
training	0.015142	0.001002	0.003134	0.040678	0.026059	0.109980	0.007292	0.000382	0.000618	0.000210	0.002808	0.792695
his	0.018955	0.004409	0.048446	0.067908	0.085787	0.049480	0.031503	0.009098	0.004970	0.001474	0.014132	0.663837
horse	0.007299	0.000853	0.000281	0.001095	0.026035	0.045391	0.001439	0.002525	0.000522	0.000862	0.002470	0.911229
for	0.026205	0.001690	0.000628	0.011909	0.049844	0.037220	0.014243	0.002375	0.082753	0.013985	0.045554	0.713594
a	0.022296	0.000902	0.008922	0.006407	0.002966	0.011938	0.009322	0.142742	0.038896	0.138625	0.057975	0.559011
competition	0.029667	0.000933	0.000301	0.003664	0.000950	0.006455	0.008695	0.014123	0.053269	0.006396	0.055191	0.820356
.	0.048024	0.017166	0.002282	0.006318	0.007123	0.007933	0.010281	0.006713	0.049783	0.044491	0.073283	0.726604
[SEP]	0.019674	0.003888	0.005496	0.012085	0.006149	0.005336	0.004345	0.003163	0.003142	0.003726	0.006437	0.926557
