TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.416052	0.002730	0.015369	0.010783	0.004377	0.007513	0.010580	0.005497	0.003173	0.004573	0.002639	0.009245	0.004168	0.010474	0.050786	0.442041
None	0.059725	0.021380	0.173174	0.130850	0.043310	0.009762	0.045223	0.029659	0.006784	0.006404	0.008995	0.062981	0.035980	0.250911	0.035709	0.079153
of	0.200161	0.037949	0.032442	0.069604	0.046370	0.023320	0.046629	0.013429	0.009193	0.012056	0.005908	0.022658	0.017061	0.051820	0.059532	0.351869
the	0.182300	0.022804	0.046437	0.061221	0.044933	0.035292	0.068286	0.012543	0.007082	0.009570	0.010786	0.022797	0.015970	0.031032	0.053973	0.374972
original	0.090083	0.027946	0.069010	0.035434	0.042526	0.060094	0.163296	0.014484	0.004109	0.015652	0.025221	0.094965	0.028193	0.098318	0.037782	0.192888
buildings	0.075811	0.027683	0.036100	0.050291	0.195198	0.108002	0.119438	0.049771	0.004777	0.006062	0.015469	0.051038	0.028708	0.077871	0.025248	0.128533
in	0.113480	0.050342	0.027692	0.035541	0.080546	0.059113	0.063623	0.034622	0.020126	0.020919	0.053875	0.095138	0.057987	0.118980	0.062020	0.105996
En	0.489996	0.000162	0.005243	0.003749	0.000340	0.001537	0.008438	0.000726	0.002949	0.002619	0.006413	0.001496	0.000164	0.000707	0.118641	0.356820
##ga	0.546350	0.000074	0.002104	0.003649	0.000161	0.000164	0.001992	0.000736	0.000171	0.000464	0.000597	0.000616	0.000037	0.000332	0.104228	0.338324
##ku	0.488551	0.000182	0.009921	0.008813	0.000167	0.000465	0.008019	0.000948	0.000352	0.000277	0.000600	0.000584	0.000101	0.000451	0.111894	0.368675
##ji	0.417486	0.001854	0.009023	0.015664	0.001494	0.009382	0.017752	0.006718	0.004261	0.005493	0.003393	0.007650	0.000871	0.007221	0.099538	0.392200
are	0.031571	0.097080	0.023247	0.022811	0.127972	0.034532	0.023559	0.024297	0.001933	0.002252	0.019323	0.024681	0.264077	0.246652	0.019861	0.036151
still	0.040451	0.017687	0.012471	0.023454	0.258953	0.037422	0.029185	0.013183	0.003902	0.004645	0.014851	0.076069	0.059749	0.312635	0.029679	0.065664
remaining	0.047238	0.077597	0.019113	0.030238	0.297368	0.069909	0.022091	0.015242	0.003814	0.011846	0.018128	0.049766	0.169797	0.078380	0.025855	0.063620
.	0.244563	0.008347	0.078445	0.038658	0.007312	0.015797	0.039718	0.011868	0.003784	0.003608	0.001535	0.025062	0.018199	0.015997	0.087240	0.399867
[SEP]	0.572836	0.000137	0.004407	0.003269	0.000126	0.000599	0.001999	0.000216	0.000457	0.000704	0.000279	0.000899	0.000238	0.000401	0.144704	0.268729
