TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.090118	0.027611	0.005038	0.024078	0.026815	0.022257	0.075727	0.004704	0.010726	0.002760	0.010501	0.014406	0.044141	0.045950	0.151107	0.444061
None	0.015329	0.062881	0.022454	0.057129	0.054568	0.023120	0.082727	0.006628	0.009426	0.004723	0.014425	0.034504	0.064025	0.102342	0.107428	0.338291
of	0.006548	0.073926	0.018407	0.054234	0.122742	0.048932	0.108878	0.005624	0.004882	0.003471	0.016826	0.033636	0.117735	0.211416	0.045784	0.126958
the	0.018631	0.076687	0.010966	0.035748	0.086981	0.027430	0.070837	0.005121	0.005637	0.003901	0.019460	0.019514	0.123821	0.236875	0.070046	0.188346
original	0.028933	0.028108	0.011571	0.035474	0.067946	0.020026	0.027672	0.001801	0.001599	0.001392	0.006661	0.028351	0.147582	0.304837	0.069492	0.218555
buildings	0.045413	0.062437	0.021206	0.036661	0.081866	0.094074	0.092843	0.004227	0.004227	0.003521	0.015389	0.018597	0.051251	0.209430	0.060494	0.198363
in	0.121802	0.047512	0.012689	0.040916	0.096049	0.029976	0.053786	0.012098	0.014308	0.007406	0.036146	0.013909	0.102056	0.125574	0.075800	0.209974
En	0.021214	0.007653	0.001071	0.002761	0.006613	0.006521	0.028909	0.012420	0.006756	0.011769	0.030203	0.000588	0.003559	0.003450	0.077578	0.778937
##ga	0.012420	0.005630	0.000456	0.001630	0.006425	0.003932	0.008708	0.004322	0.001536	0.004823	0.009397	0.001341	0.005096	0.006161	0.040497	0.887625
##ku	0.020347	0.003808	0.001034	0.003607	0.005153	0.007920	0.024268	0.007189	0.005195	0.007066	0.012414	0.001905	0.007944	0.008519	0.081289	0.802342
##ji	0.030487	0.007634	0.000994	0.002033	0.007423	0.004551	0.029251	0.004505	0.002324	0.003041	0.007792	0.002127	0.015937	0.013203	0.081063	0.787634
are	0.024844	0.134088	0.006450	0.024062	0.028088	0.009927	0.076475	0.009049	0.010112	0.006177	0.029536	0.038179	0.051661	0.078145	0.152289	0.320917
still	0.046048	0.076310	0.006646	0.027737	0.020415	0.014850	0.199130	0.004215	0.006578	0.004948	0.019214	0.035897	0.019710	0.054329	0.187296	0.276676
remaining	0.041380	0.060710	0.010571	0.037143	0.033519	0.018583	0.099263	0.007762	0.008930	0.006118	0.023058	0.080240	0.054420	0.159513	0.129816	0.228974
.	0.008589	0.005182	0.003517	0.003113	0.001294	0.001517	0.003517	0.001036	0.000925	0.001422	0.001324	0.001252	0.000650	0.001616	0.099764	0.865282
[SEP]	0.056783	0.009242	0.009485	0.005925	0.003066	0.005404	0.007330	0.006501	0.006697	0.008782	0.007973	0.003328	0.001570	0.003060	0.116264	0.748591
