TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.165530	0.016702	0.026247	0.036516	0.015122	0.030053	0.030518	0.005478	0.006783	0.010002	0.016620	0.060856	0.016554	0.034218	0.114364	0.414435
None	0.017967	0.017982	0.121667	0.056045	0.037564	0.420759	0.006237	0.000530	0.000341	0.000256	0.000509	0.152658	0.020346	0.070843	0.018305	0.057992
of	0.064535	0.033140	0.019191	0.094989	0.073915	0.123628	0.074568	0.002740	0.000809	0.001587	0.002483	0.127436	0.014327	0.024937	0.050011	0.291704
the	0.091018	0.015511	0.032957	0.068255	0.051918	0.136200	0.082354	0.007197	0.002524	0.002711	0.005710	0.183247	0.007244	0.007942	0.056588	0.248626
original	0.067624	0.008396	0.011280	0.049894	0.003992	0.481007	0.061406	0.003113	0.001042	0.000920	0.002357	0.058813	0.007679	0.006087	0.021859	0.214533
buildings	0.123622	0.018976	0.057295	0.056218	0.025976	0.086257	0.121573	0.014092	0.004817	0.009464	0.002684	0.212507	0.007076	0.014600	0.049386	0.195457
in	0.070730	0.007460	0.009767	0.025523	0.061471	0.158495	0.026639	0.006934	0.001520	0.006508	0.012067	0.480825	0.022565	0.040919	0.029710	0.038868
En	0.496979	0.003132	0.005805	0.032384	0.010006	0.049322	0.044096	0.014806	0.082013	0.042656	0.065989	0.035926	0.013182	0.005695	0.021928	0.076082
##ga	0.421976	0.003720	0.008274	0.020425	0.006383	0.065679	0.013561	0.028121	0.006132	0.044715	0.089595	0.021481	0.009824	0.018568	0.038005	0.203542
##ku	0.495458	0.004608	0.001336	0.016728	0.006114	0.062714	0.014620	0.023616	0.018517	0.006549	0.182599	0.013374	0.007972	0.013661	0.022977	0.109158
##ji	0.401692	0.011461	0.010745	0.040417	0.009055	0.227467	0.038319	0.018876	0.001938	0.003470	0.006272	0.065816	0.009932	0.040405	0.057066	0.057070
are	0.025360	0.005028	0.006374	0.009718	0.007566	0.086626	0.028074	0.000947	0.002116	0.002672	0.010018	0.029317	0.033750	0.435678	0.241417	0.075339
still	0.067831	0.002954	0.005426	0.004698	0.002744	0.010952	0.008132	0.000329	0.000485	0.000938	0.003502	0.009644	0.018982	0.457900	0.184109	0.221374
remaining	0.160867	0.009824	0.021606	0.020179	0.005981	0.080397	0.034912	0.001293	0.001103	0.001096	0.003634	0.057442	0.040068	0.246567	0.100108	0.214922
.	0.123145	0.005807	0.014394	0.029197	0.008556	0.015991	0.012176	0.001728	0.002564	0.004638	0.009122	0.023909	0.036361	0.065403	0.174135	0.472874
[SEP]	0.321668	0.004812	0.005378	0.012209	0.004608	0.005659	0.005947	0.001819	0.004453	0.002609	0.003900	0.002759	0.003957	0.005891	0.029794	0.584536
