TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.022565	0.015525	0.003757	0.010782	0.017527	0.005570	0.004380	0.000309	0.001244	0.000477	0.000213	0.023860	0.004321	0.014875	0.013560	0.861034
None	0.000930	0.209024	0.016887	0.007460	0.055966	0.008352	0.005849	0.000235	0.000279	0.000180	0.001382	0.015630	0.027191	0.060166	0.008328	0.582141
of	0.001393	0.557357	0.030605	0.020163	0.081947	0.016821	0.012527	0.000240	0.000010	0.000047	0.000142	0.058411	0.025641	0.048133	0.003805	0.142756
the	0.001549	0.286840	0.045331	0.016908	0.317018	0.021331	0.031735	0.000584	0.000087	0.000046	0.000214	0.033650	0.039419	0.056966	0.012237	0.136084
original	0.000838	0.076192	0.060894	0.050562	0.126972	0.072504	0.036746	0.000582	0.000170	0.000171	0.000514	0.033346	0.009218	0.033971	0.012962	0.484357
buildings	0.001293	0.047104	0.004888	0.009053	0.175850	0.031583	0.008502	0.002219	0.000404	0.000540	0.002059	0.007255	0.011244	0.014774	0.008956	0.674279
in	0.004037	0.035346	0.054276	0.073927	0.205828	0.022506	0.019649	0.000798	0.000094	0.000349	0.000367	0.009751	0.008785	0.022404	0.007747	0.534135
En	0.003461	0.003948	0.001912	0.001185	0.002064	0.001594	0.002354	0.035242	0.008730	0.024623	0.023783	0.001110	0.001240	0.004391	0.007019	0.877344
##ga	0.003938	0.002384	0.000675	0.001137	0.001723	0.001508	0.002504	0.048532	0.001139	0.036196	0.017271	0.003269	0.015939	0.032019	0.006630	0.825134
##ku	0.007632	0.002116	0.000232	0.000444	0.001406	0.002398	0.002553	0.101983	0.163747	0.017442	0.073346	0.002615	0.014464	0.011377	0.003987	0.594259
##ji	0.002589	0.002398	0.001818	0.001209	0.002094	0.001637	0.001947	0.043112	0.011169	0.052658	0.007462	0.005354	0.003022	0.008086	0.017761	0.837683
are	0.001554	0.351311	0.009970	0.006914	0.008964	0.002802	0.003486	0.000510	0.000763	0.000375	0.001978	0.013902	0.282585	0.137555	0.024552	0.152779
still	0.001756	0.088185	0.002437	0.001245	0.002431	0.001291	0.004788	0.000795	0.001862	0.000900	0.005468	0.016749	0.284779	0.092820	0.020295	0.474198
remaining	0.001466	0.089340	0.005375	0.001672	0.007881	0.012179	0.006103	0.001132	0.001668	0.000678	0.002658	0.044059	0.319133	0.205791	0.013190	0.287674
.	0.002460	0.026433	0.006010	0.003144	0.006512	0.005493	0.006478	0.000620	0.000672	0.000895	0.001036	0.040480	0.058784	0.058761	0.037335	0.744887
[SEP]	0.003574	0.004703	0.001189	0.001226	0.001186	0.000711	0.000551	0.000557	0.000320	0.000747	0.001137	0.001197	0.001638	0.002363	0.004343	0.974559
