TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.057945	0.082933	0.056964	0.057797	0.117518	0.067608	0.070929	0.040289	0.026057	0.034216	0.044202	0.024300	0.026638	0.094638	0.130628	0.067339
None	0.211916	0.000155	0.050172	0.127487	0.001108	0.002198	0.065157	0.000981	0.001324	0.000856	0.000822	0.004272	0.000908	0.001090	0.301045	0.230510
of	0.107543	0.002750	0.089158	0.145635	0.004126	0.009213	0.112609	0.002393	0.002908	0.002385	0.002648	0.006986	0.003365	0.008383	0.344878	0.155019
the	0.053855	0.008359	0.140793	0.150720	0.012209	0.009522	0.102935	0.006231	0.008200	0.007910	0.011544	0.009474	0.011547	0.045817	0.346612	0.074273
original	0.197570	0.014593	0.036886	0.033798	0.050095	0.081526	0.068228	0.002255	0.006016	0.003604	0.013611	0.091960	0.060845	0.095459	0.082504	0.161050
buildings	0.061300	0.018259	0.019920	0.019659	0.149339	0.278224	0.043451	0.005853	0.009668	0.003550	0.009880	0.037032	0.073452	0.192172	0.026170	0.052073
in	0.076101	0.027869	0.093020	0.067791	0.033502	0.058966	0.181590	0.021881	0.008124	0.010002	0.015717	0.049956	0.091592	0.082436	0.110065	0.071389
En	0.280619	0.000498	0.041191	0.100827	0.000360	0.001787	0.021325	0.000320	0.007082	0.012522	0.049081	0.001641	0.000918	0.001335	0.208328	0.272166
##ga	0.185643	0.003270	0.080258	0.080985	0.003688	0.000384	0.042433	0.003771	0.006195	0.025873	0.017272	0.007734	0.002603	0.004744	0.311181	0.223969
##ku	0.226058	0.003059	0.046965	0.081043	0.001910	0.001780	0.104824	0.004635	0.036209	0.035768	0.089737	0.009424	0.009038	0.002951	0.179202	0.167397
##ji	0.215234	0.006516	0.051381	0.128982	0.007171	0.008339	0.113045	0.005079	0.070873	0.100766	0.014746	0.014612	0.008303	0.005708	0.103914	0.145331
are	0.171844	0.003733	0.071117	0.070372	0.004723	0.025343	0.160367	0.004038	0.004791	0.007260	0.030199	0.136843	0.021970	0.010711	0.095486	0.181201
still	0.321800	0.003216	0.032362	0.048899	0.010369	0.039041	0.117335	0.002610	0.012462	0.007963	0.015870	0.034851	0.001682	0.004545	0.058741	0.288253
remaining	0.361848	0.003177	0.030023	0.051211	0.007407	0.063260	0.091742	0.002529	0.006005	0.001549	0.004238	0.015734	0.008071	0.007171	0.107340	0.238693
.	0.065169	0.059311	0.061361	0.050973	0.128045	0.050392	0.112834	0.029568	0.007300	0.009525	0.022500	0.019054	0.043872	0.091577	0.156433	0.092085
[SEP]	0.299013	0.008285	0.019108	0.022010	0.015148	0.015538	0.029991	0.010506	0.006772	0.003459	0.001769	0.007023	0.003290	0.010665	0.084485	0.462937
