TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.040952	0.018799	0.018478	0.030083	0.051108	0.044966	0.073379	0.059828	0.032133	0.094711	0.065338	0.020161	0.006786	0.015534	0.202148	0.225596
None	0.005260	0.010196	0.008210	0.007652	0.013107	0.016515	0.005653	0.010216	0.004821	0.022327	0.018846	0.005810	0.003177	0.002949	0.403519	0.461743
of	0.001299	0.002070	0.001800	0.001344	0.002287	0.002788	0.000845	0.002240	0.000607	0.003414	0.003472	0.000362	0.000316	0.000238	0.443973	0.532945
the	0.002213	0.004978	0.003739	0.003636	0.005745	0.008832	0.004672	0.006476	0.002330	0.010365	0.009537	0.001255	0.000789	0.000708	0.426482	0.508242
original	0.003268	0.005226	0.002728	0.003018	0.003896	0.009686	0.004717	0.003173	0.003221	0.006229	0.005796	0.001442	0.000783	0.000702	0.433122	0.512996
buildings	0.008110	0.003981	0.002584	0.002623	0.004284	0.006687	0.005619	0.009040	0.003518	0.010328	0.009950	0.001177	0.000821	0.000627	0.428561	0.502092
in	0.005774	0.010618	0.005943	0.008648	0.010820	0.017373	0.011044	0.009433	0.007771	0.023804	0.019903	0.005785	0.002693	0.002207	0.398494	0.459690
En	0.001818	0.001879	0.001358	0.003172	0.002902	0.006846	0.004972	0.002110	0.001057	0.003169	0.003349	0.001153	0.000692	0.000577	0.435327	0.529620
##ga	0.000554	0.001298	0.000459	0.002325	0.001468	0.002453	0.005780	0.001874	0.000837	0.002305	0.003957	0.000677	0.000408	0.000268	0.425159	0.550176
##ku	0.000992	0.002480	0.001476	0.004629	0.003319	0.006546	0.008595	0.002561	0.002337	0.005325	0.005611	0.001915	0.000917	0.000810	0.430168	0.522321
##ji	0.001834	0.004310	0.003900	0.010987	0.008417	0.013950	0.016877	0.005662	0.002101	0.007905	0.009762	0.004833	0.002344	0.002320	0.411647	0.493153
are	0.003777	0.006132	0.005799	0.006486	0.013860	0.019011	0.007903	0.006792	0.002098	0.015545	0.012460	0.002775	0.001398	0.001752	0.408076	0.486137
still	0.006563	0.012743	0.009710	0.014495	0.021725	0.026986	0.014859	0.013681	0.004574	0.025271	0.022975	0.006284	0.002398	0.002798	0.374448	0.440491
remaining	0.003318	0.004539	0.002678	0.003266	0.006558	0.010453	0.003676	0.005187	0.002830	0.020323	0.015996	0.001117	0.000623	0.000642	0.416073	0.502720
.	0.055386	0.065265	0.061246	0.063120	0.063128	0.063261	0.058949	0.062684	0.052970	0.060009	0.063457	0.067608	0.059251	0.056938	0.072935	0.073795
[SEP]	0.055553	0.065079	0.062698	0.063826	0.063822	0.063691	0.059255	0.064537	0.055863	0.061398	0.063528	0.069955	0.061165	0.058859	0.065155	0.065616
