TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.142208	0.007144	0.001397	0.004207	0.051979	0.094432	0.020570	0.014166	0.031899	0.015604	0.018988	0.004933	0.011939	0.020559	0.010586	0.549387
None	0.002398	0.004966	0.002094	0.004155	0.018763	0.006269	0.011027	0.001413	0.001307	0.005544	0.002769	0.006731	0.006234	0.009886	0.014927	0.901517
of	0.001241	0.007396	0.002083	0.006264	0.059425	0.009045	0.011189	0.000925	0.000264	0.000549	0.000133	0.027165	0.007533	0.012993	0.007460	0.846335
the	0.002467	0.030378	0.003360	0.008484	0.283100	0.083354	0.034368	0.007175	0.004448	0.008821	0.003014	0.035070	0.047118	0.064562	0.009480	0.374798
original	0.003619	0.027205	0.003276	0.009110	0.057536	0.065310	0.027086	0.015048	0.003495	0.011535	0.003808	0.019989	0.014457	0.034189	0.017239	0.687098
buildings	0.010745	0.017679	0.005135	0.017804	0.147368	0.146314	0.092011	0.047894	0.062483	0.031530	0.012923	0.025853	0.080915	0.082931	0.037188	0.181226
in	0.005447	0.027070	0.004114	0.008434	0.143955	0.274308	0.045106	0.027706	0.033186	0.046883	0.030783	0.025012	0.029985	0.047871	0.010548	0.239592
En	0.018803	0.020702	0.002465	0.003455	0.039871	0.106578	0.066829	0.031664	0.273245	0.162689	0.174363	0.003946	0.015219	0.008334	0.018895	0.052941
##ga	0.010851	0.011374	0.001161	0.004717	0.019705	0.024549	0.026030	0.113384	0.034237	0.420412	0.231843	0.006249	0.008704	0.008575	0.009556	0.068652
##ku	0.018955	0.008599	0.004383	0.005756	0.041495	0.094934	0.059230	0.127393	0.181864	0.041147	0.062649	0.005722	0.005053	0.002509	0.033839	0.306472
##ji	0.017554	0.014370	0.002508	0.007176	0.087871	0.103267	0.057131	0.218555	0.106504	0.065299	0.010721	0.007219	0.010892	0.007701	0.010488	0.272745
are	0.002993	0.022130	0.005468	0.008059	0.066171	0.033551	0.024673	0.008464	0.008751	0.014935	0.009717	0.039441	0.029456	0.035539	0.017290	0.673361
still	0.000484	0.004928	0.002795	0.005987	0.004485	0.003983	0.007165	0.000249	0.000054	0.000093	0.000080	0.007645	0.000874	0.003161	0.018240	0.939777
remaining	0.000542	0.004753	0.001775	0.003304	0.006912	0.005870	0.004286	0.000323	0.000089	0.000211	0.000107	0.007004	0.002794	0.006619	0.008267	0.947146
.	0.003755	0.040637	0.010410	0.014289	0.110326	0.086179	0.050740	0.009864	0.005823	0.018808	0.014989	0.075575	0.023853	0.037963	0.032863	0.463927
[SEP]	0.005560	0.000705	0.001552	0.001752	0.001744	0.001040	0.002809	0.000578	0.000388	0.000425	0.000270	0.001882	0.000247	0.000288	0.015789	0.964971
