TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.020203	0.007472	0.003770	0.006386	0.004265	0.013743	0.004670	0.021870	0.009893	0.001880	0.009943	0.000562	0.000839	0.001409	0.005451	0.887643
None	0.006698	0.030783	0.050078	0.147773	0.057629	0.124534	0.060286	0.009191	0.001289	0.000731	0.002650	0.007149	0.002974	0.003780	0.003193	0.491262
of	0.001618	0.039213	0.013350	0.124247	0.088677	0.210586	0.064026	0.019432	0.002020	0.001790	0.001837	0.001797	0.001449	0.000637	0.005021	0.424300
the	0.000904	0.007022	0.002451	0.010749	0.146081	0.388171	0.198641	0.032457	0.007314	0.009915	0.009792	0.003660	0.004191	0.002977	0.002873	0.172803
original	0.002800	0.012326	0.003343	0.020665	0.026853	0.199778	0.134300	0.024550	0.005330	0.012258	0.015871	0.001458	0.001251	0.001557	0.006302	0.531360
buildings	0.011641	0.005053	0.005238	0.006236	0.009292	0.005832	0.173376	0.011826	0.005624	0.002188	0.006537	0.004483	0.002283	0.001950	0.007804	0.740638
in	0.001047	0.002231	0.000219	0.001155	0.001643	0.002709	0.056494	0.142794	0.004055	0.009222	0.156580	0.000377	0.000223	0.000080	0.003916	0.617255
En	0.001791	0.001897	0.000293	0.000752	0.001611	0.004547	0.027399	0.019092	0.196698	0.060170	0.029056	0.004572	0.002376	0.002497	0.001724	0.645526
##ga	0.001667	0.005351	0.001015	0.001175	0.000472	0.002524	0.005708	0.012115	0.021024	0.423603	0.070671	0.012967	0.010629	0.004299	0.002101	0.424681
##ku	0.002534	0.000508	0.000184	0.000098	0.000104	0.002428	0.000661	0.001210	0.000563	0.007774	0.099660	0.004174	0.001768	0.001891	0.002401	0.874041
##ji	0.007098	0.001734	0.000574	0.000185	0.000265	0.000339	0.000705	0.001281	0.000122	0.000312	0.006249	0.018924	0.001103	0.000595	0.003843	0.956671
are	0.013816	0.021662	0.007167	0.012865	0.012644	0.054026	0.047480	0.028761	0.023898	0.027994	0.052083	0.008103	0.099251	0.188185	0.023994	0.378073
still	0.009568	0.015046	0.006285	0.018204	0.006586	0.035166	0.037250	0.026039	0.014123	0.012128	0.011935	0.012204	0.017639	0.029337	0.037784	0.710708
remaining	0.027717	0.027884	0.008636	0.014901	0.009355	0.028369	0.014516	0.041983	0.016151	0.011182	0.056222	0.004333	0.003703	0.002904	0.134224	0.597921
.	0.001162	0.055446	0.003946	0.003276	0.002191	0.003343	0.001790	0.007664	0.000502	0.000528	0.001811	0.004740	0.001187	0.000785	0.165248	0.746380
[SEP]	0.005470	0.002486	0.002882	0.004039	0.002696	0.011942	0.006717	0.003225	0.001295	0.001179	0.004274	0.001801	0.001176	0.002134	0.014545	0.934140
