TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.133423	0.082301	0.034671	0.047211	0.048487	0.036737	0.048780	0.087878	0.048866	0.043346	0.072972	0.026183	0.070203	0.064680	0.080723	0.073538
None	0.008623	0.023809	0.026144	0.020844	0.102200	0.038250	0.023203	0.045380	0.064497	0.132567	0.096101	0.103509	0.094252	0.057200	0.141873	0.021550
of	0.010717	0.064475	0.028573	0.056462	0.101255	0.039169	0.072360	0.053098	0.063478	0.074508	0.108003	0.050214	0.044477	0.085534	0.110771	0.036907
the	0.007218	0.068363	0.036485	0.056835	0.088424	0.046774	0.075728	0.083027	0.044965	0.049078	0.093318	0.056397	0.055284	0.068478	0.121471	0.048154
original	0.011227	0.067924	0.080128	0.071611	0.054080	0.034495	0.107056	0.054361	0.026617	0.026062	0.051298	0.043827	0.046052	0.070814	0.188603	0.065844
buildings	0.014863	0.142028	0.043072	0.104591	0.092785	0.066747	0.194543	0.065622	0.017078	0.016361	0.043202	0.063982	0.033591	0.026481	0.048021	0.027033
in	0.006241	0.033173	0.036073	0.049814	0.088781	0.037145	0.055799	0.090565	0.046924	0.055130	0.086065	0.042439	0.064760	0.052480	0.221209	0.033403
En	0.047884	0.050859	0.030848	0.036840	0.051489	0.021344	0.057639	0.046757	0.076097	0.098951	0.137870	0.085209	0.067254	0.039395	0.122207	0.029357
##ga	0.115343	0.058164	0.022943	0.034842	0.067418	0.064418	0.035590	0.067861	0.073062	0.170965	0.115248	0.026586	0.044608	0.034636	0.031276	0.037040
##ku	0.082727	0.069543	0.051035	0.038428	0.036580	0.031175	0.078177	0.025637	0.083199	0.059946	0.089516	0.069484	0.078815	0.044807	0.051033	0.109899
##ji	0.099062	0.032018	0.018948	0.061770	0.064413	0.056667	0.016804	0.055708	0.171709	0.105670	0.071147	0.025817	0.044482	0.055792	0.047787	0.072209
are	0.005603	0.035967	0.027315	0.016347	0.069966	0.052206	0.047160	0.082136	0.047273	0.053914	0.105743	0.161241	0.075275	0.097271	0.085508	0.037074
still	0.016744	0.053474	0.017600	0.032341	0.068065	0.065471	0.022543	0.055893	0.082254	0.061058	0.100610	0.027929	0.058586	0.185104	0.069816	0.082511
remaining	0.013200	0.037391	0.016632	0.008081	0.052689	0.052670	0.015416	0.132297	0.060967	0.088987	0.140365	0.068498	0.075166	0.056756	0.144652	0.036234
.	0.005554	0.030771	0.024638	0.044369	0.053497	0.046913	0.046267	0.058228	0.080682	0.073479	0.109835	0.060544	0.065311	0.051612	0.148318	0.099981
[SEP]	0.022469	0.044265	0.022467	0.064793	0.051675	0.047659	0.040282	0.041082	0.109860	0.080543	0.111234	0.028749	0.086965	0.085224	0.105975	0.056758
