TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.047477	0.005401	0.001084	0.004893	0.004026	0.029478	0.015589	0.002011	0.000047	0.000392	0.002542	0.002363	0.000503	0.000729	0.005983	0.877480
None	0.006531	0.022119	0.009473	0.018414	0.008009	0.049946	0.021436	0.002333	0.000308	0.000577	0.002182	0.052894	0.017258	0.017689	0.030309	0.740522
of	0.005596	0.054053	0.013726	0.069585	0.036064	0.119358	0.120290	0.003657	0.000691	0.001607	0.003157	0.096857	0.015226	0.025519	0.051338	0.383275
the	0.000953	0.020614	0.007405	0.032181	0.047800	0.223262	0.425173	0.002114	0.000228	0.000392	0.001511	0.050639	0.016194	0.036323	0.027912	0.107301
original	0.007261	0.022789	0.005606	0.025663	0.044037	0.173097	0.209102	0.007274	0.000467	0.001347	0.005141	0.044549	0.011545	0.017010	0.033376	0.391737
buildings	0.011597	0.019335	0.005812	0.011383	0.010924	0.015201	0.105479	0.002049	0.000265	0.000463	0.001391	0.036148	0.015093	0.014397	0.054145	0.696316
in	0.011924	0.004233	0.000428	0.001656	0.002424	0.004387	0.005164	0.003956	0.000336	0.001222	0.007666	0.022228	0.013253	0.004665	0.006222	0.910238
En	0.006465	0.009376	0.001989	0.003068	0.005268	0.028694	0.039707	0.086547	0.116525	0.110971	0.099753	0.010826	0.016714	0.003991	0.009278	0.450828
##ga	0.006981	0.016013	0.007461	0.006698	0.002305	0.027467	0.013633	0.031956	0.022998	0.435482	0.153685	0.026915	0.007445	0.014298	0.009994	0.216670
##ku	0.007456	0.009098	0.002234	0.003356	0.005116	0.023239	0.012695	0.021602	0.004416	0.066128	0.165115	0.012805	0.011701	0.013639	0.010977	0.630421
##ji	0.008720	0.040966	0.008230	0.009362	0.007343	0.028845	0.022911	0.017065	0.001385	0.008788	0.052639	0.039662	0.018511	0.010051	0.022105	0.703415
are	0.006304	0.027807	0.003324	0.009660	0.009922	0.038149	0.029040	0.003503	0.002168	0.001972	0.003481	0.030769	0.081629	0.181935	0.116497	0.453840
still	0.008116	0.008841	0.002165	0.005749	0.003189	0.018861	0.010135	0.006550	0.002366	0.008339	0.014565	0.020622	0.018080	0.068590	0.132979	0.670853
remaining	0.008194	0.012773	0.001915	0.002973	0.002689	0.011727	0.011398	0.003904	0.001339	0.001727	0.005831	0.010130	0.004703	0.009669	0.224653	0.686375
.	0.028684	0.010204	0.001271	0.007961	0.005703	0.010655	0.004407	0.000392	0.000062	0.000104	0.000716	0.010208	0.002849	0.006189	0.012034	0.898561
[SEP]	0.085839	0.004285	0.001111	0.004285	0.003689	0.005603	0.005652	0.009984	0.002224	0.006964	0.014554	0.004477	0.005148	0.005273	0.004991	0.835921
