TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.043281	0.135992	0.010340	0.023729	0.009777	0.024605	0.017360	0.012917	0.045938	0.025935	0.026867	0.215452	0.185221	0.067328	0.074524	0.080733
None	0.002244	0.005888	0.000734	0.000779	0.000223	0.001105	0.000923	0.002206	0.004129	0.002822	0.002752	0.006173	0.003358	0.002082	0.441850	0.522731
of	0.002462	0.004237	0.001053	0.001142	0.000579	0.003576	0.001798	0.001094	0.001372	0.001849	0.002167	0.001961	0.001734	0.001789	0.439140	0.534047
the	0.004529	0.003674	0.001105	0.001842	0.000862	0.003087	0.003062	0.002706	0.002861	0.003369	0.003137	0.001340	0.001883	0.002237	0.440388	0.523921
original	0.006580	0.004767	0.003747	0.008971	0.010481	0.016940	0.012055	0.009328	0.007612	0.009321	0.010055	0.002004	0.004143	0.007538	0.409413	0.477046
buildings	0.008774	0.004792	0.002624	0.003722	0.003580	0.021748	0.006796	0.005237	0.005615	0.005889	0.010604	0.002124	0.001954	0.002248	0.418946	0.495346
in	0.006945	0.018507	0.004073	0.007992	0.003211	0.012315	0.011517	0.007654	0.009986	0.006968	0.009147	0.018714	0.014916	0.009670	0.398001	0.460383
En	0.003304	0.002559	0.000927	0.002277	0.002239	0.007467	0.006332	0.003368	0.003294	0.002543	0.004385	0.001247	0.001831	0.001288	0.438776	0.518162
##ga	0.000994	0.001108	0.000382	0.001136	0.001229	0.002234	0.003098	0.001376	0.001524	0.001113	0.001492	0.001191	0.000937	0.000825	0.440321	0.541039
##ku	0.002211	0.002304	0.000874	0.003584	0.003222	0.009695	0.008963	0.004312	0.003211	0.002834	0.005108	0.002082	0.002688	0.002379	0.430965	0.515568
##ji	0.006559	0.008155	0.003856	0.011718	0.011027	0.052403	0.029758	0.006431	0.008682	0.006370	0.012403	0.007482	0.010249	0.011469	0.376280	0.437159
are	0.006191	0.019470	0.002501	0.001224	0.000278	0.000578	0.001239	0.001732	0.001874	0.002590	0.002463	0.011033	0.007767	0.004429	0.433966	0.502666
still	0.002927	0.005935	0.000904	0.000847	0.000292	0.001357	0.001308	0.000906	0.001383	0.001610	0.002830	0.002543	0.003977	0.002003	0.443255	0.527921
remaining	0.004527	0.009843	0.001496	0.001354	0.000386	0.001582	0.001501	0.001414	0.002364	0.002327	0.003688	0.004228	0.005359	0.002246	0.439125	0.518560
.	0.049702	0.059776	0.047446	0.055821	0.043944	0.062183	0.040374	0.065300	0.067330	0.055783	0.063224	0.057076	0.050890	0.049143	0.114112	0.117896
[SEP]	0.051118	0.060709	0.050259	0.058036	0.045782	0.063689	0.040624	0.067537	0.070222	0.057739	0.064210	0.058513	0.051746	0.051152	0.102847	0.105817
