TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.023080	0.034551	0.010788	0.013637	0.005183	0.005450	0.005847	0.004231	0.000762	0.001302	0.000894	0.005421	0.000412	0.000472	0.005698	0.882273
None	0.036955	0.041187	0.056112	0.125574	0.027443	0.041610	0.126526	0.002988	0.000416	0.000467	0.000432	0.037367	0.001207	0.003665	0.056694	0.441359
of	0.014526	0.072456	0.018556	0.499990	0.237974	0.022065	0.025400	0.004724	0.000323	0.000717	0.000351	0.023429	0.000793	0.000630	0.034199	0.043867
the	0.072795	0.049754	0.015372	0.032536	0.471834	0.047400	0.106817	0.005849	0.002664	0.010341	0.004482	0.030519	0.001727	0.002963	0.027547	0.117400
original	0.037392	0.004527	0.002347	0.006908	0.013007	0.181644	0.294666	0.009982	0.006578	0.011757	0.013541	0.027910	0.000735	0.001262	0.014010	0.373733
buildings	0.042318	0.008301	0.003464	0.012187	0.010423	0.020406	0.158437	0.004035	0.002092	0.008819	0.008691	0.033740	0.001098	0.002886	0.033422	0.649681
in	0.026823	0.004743	0.000678	0.003354	0.005717	0.002280	0.018177	0.040151	0.012625	0.022504	0.081837	0.186573	0.000859	0.000992	0.020581	0.572104
En	0.053287	0.000604	0.000889	0.001530	0.008775	0.018800	0.036090	0.006953	0.361508	0.055566	0.111937	0.034727	0.009071	0.004100	0.005682	0.290484
##ga	0.054354	0.004806	0.001351	0.001551	0.000810	0.022655	0.005734	0.014683	0.014919	0.457040	0.097436	0.020255	0.007230	0.003581	0.010089	0.283505
##ku	0.018783	0.001087	0.000230	0.001054	0.001089	0.022404	0.006412	0.029148	0.012058	0.023854	0.196030	0.028173	0.023078	0.054132	0.012393	0.570075
##ji	0.012942	0.000814	0.000625	0.001721	0.000173	0.003427	0.008297	0.003065	0.001559	0.007292	0.008659	0.085825	0.004471	0.004019	0.016009	0.841101
are	0.016658	0.003951	0.000495	0.000592	0.000956	0.005192	0.005284	0.000516	0.000571	0.002248	0.016310	0.016000	0.177096	0.568407	0.132326	0.053399
still	0.036353	0.001349	0.000229	0.000333	0.000202	0.003304	0.001037	0.000525	0.000938	0.004243	0.009014	0.022767	0.041070	0.104787	0.197272	0.576576
remaining	0.014218	0.000525	0.000285	0.000177	0.000034	0.000740	0.001300	0.000455	0.000099	0.003181	0.005824	0.016508	0.003704	0.003294	0.154600	0.795057
.	0.017924	0.013277	0.005063	0.005004	0.001421	0.001880	0.002011	0.000689	0.000279	0.000623	0.001062	0.014593	0.002310	0.002834	0.038265	0.892765
[SEP]	0.006663	0.003766	0.002813	0.004294	0.002103	0.007446	0.008622	0.004919	0.002904	0.002203	0.001860	0.014532	0.001861	0.002368	0.025226	0.908420
