TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.046387	0.001587	0.000220	0.000301	0.001228	0.002420	0.000940	0.000782	0.000147	0.000579	0.001143	0.001000	0.000638	0.000888	0.015880	0.925860
None	0.003943	0.109765	0.008770	0.012885	0.008341	0.023980	0.003209	0.002074	0.002559	0.000903	0.004794	0.039786	0.015868	0.044239	0.051157	0.667727
of	0.011133	0.165249	0.013538	0.015790	0.010429	0.040522	0.005558	0.001420	0.001257	0.000587	0.003056	0.030813	0.010169	0.037859	0.047951	0.604669
the	0.019553	0.085184	0.016045	0.015395	0.017538	0.023924	0.003980	0.001233	0.000756	0.000502	0.002460	0.045219	0.019249	0.068629	0.094794	0.585538
original	0.018313	0.049473	0.032520	0.023038	0.039204	0.028564	0.019767	0.003745	0.002617	0.002128	0.009088	0.034126	0.025211	0.117603	0.107691	0.486912
buildings	0.018781	0.053385	0.063609	0.072437	0.056713	0.036720	0.009185	0.006767	0.005223	0.006281	0.024896	0.078348	0.022751	0.071310	0.077565	0.396032
in	0.038032	0.047885	0.046057	0.053436	0.144724	0.054137	0.020782	0.003821	0.005189	0.002322	0.008381	0.035312	0.035999	0.188639	0.059192	0.256092
En	0.004532	0.003500	0.004035	0.011461	0.059981	0.199214	0.397539	0.001154	0.002650	0.002010	0.020533	0.009890	0.013996	0.063638	0.010876	0.194992
##ga	0.004347	0.007558	0.003120	0.009404	0.098336	0.177190	0.230004	0.006914	0.006983	0.004226	0.012090	0.006666	0.018519	0.059854	0.019236	0.335553
##ku	0.002254	0.004906	0.002306	0.010211	0.076240	0.323216	0.178098	0.001861	0.003663	0.001772	0.010814	0.009612	0.012666	0.068574	0.014107	0.279700
##ji	0.004449	0.001908	0.005353	0.011647	0.059645	0.113576	0.512348	0.004270	0.002350	0.004953	0.017594	0.007359	0.011762	0.045926	0.007203	0.189656
are	0.011057	0.327430	0.225345	0.084659	0.015111	0.015211	0.001768	0.001635	0.001827	0.000642	0.003141	0.013135	0.003115	0.004802	0.022967	0.268155
still	0.008781	0.755786	0.048993	0.021144	0.003488	0.002152	0.001310	0.001836	0.001978	0.000577	0.001085	0.024230	0.008526	0.004739	0.015794	0.099581
remaining	0.006092	0.644110	0.077757	0.024216	0.005981	0.003120	0.000500	0.004007	0.004115	0.002592	0.003023	0.064861	0.025833	0.007662	0.021185	0.104946
.	0.013662	0.032711	0.004874	0.004816	0.003370	0.007085	0.006222	0.010331	0.007537	0.012646	0.016814	0.014242	0.013088	0.021576	0.087982	0.743044
[SEP]	0.002993	0.000697	0.000156	0.000316	0.001110	0.001735	0.001767	0.001388	0.000684	0.000637	0.001343	0.001056	0.001013	0.001391	0.003471	0.980242
