TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.793932	0.011924	0.017392	0.019504	0.010449	0.008165	0.015534	0.019960	0.006678	0.007177	0.006856	0.012107	0.011880	0.007145	0.027814	0.023485
None	0.938366	0.037550	0.009408	0.008648	0.001117	0.000304	0.000192	0.000572	0.000146	0.000132	0.000465	0.000250	0.000111	0.000079	0.001546	0.001114
of	0.847694	0.025148	0.033109	0.047479	0.022910	0.004365	0.001983	0.001840	0.001365	0.000830	0.001005	0.001333	0.002732	0.001053	0.002900	0.004254
the	0.683130	0.116303	0.061772	0.070185	0.046253	0.007851	0.003941	0.001215	0.000915	0.000652	0.000781	0.000469	0.000897	0.000916	0.002055	0.002666
original	0.411635	0.310242	0.112857	0.101358	0.032040	0.011971	0.010629	0.002010	0.000290	0.000227	0.000547	0.000349	0.000750	0.001453	0.002424	0.001217
buildings	0.176540	0.322056	0.050384	0.196886	0.140897	0.023235	0.072641	0.004864	0.001229	0.000359	0.001394	0.002841	0.000743	0.000704	0.001131	0.004098
in	0.196307	0.089306	0.062507	0.186852	0.252366	0.069457	0.121613	0.012395	0.003238	0.000994	0.000478	0.001175	0.000866	0.000249	0.000717	0.001479
En	0.873398	0.002577	0.009268	0.025212	0.013498	0.019944	0.044432	0.004648	0.002500	0.001776	0.000663	0.000101	0.000102	0.000022	0.000881	0.000978
##ga	0.712042	0.019564	0.020966	0.019957	0.006539	0.011866	0.125126	0.062115	0.004528	0.007560	0.005678	0.000691	0.000217	0.000122	0.002118	0.000913
##ku	0.613773	0.001843	0.006879	0.020075	0.005009	0.011558	0.218062	0.089542	0.014072	0.011057	0.004947	0.000963	0.000262	0.000040	0.001188	0.000731
##ji	0.670990	0.001516	0.003942	0.013677	0.011872	0.013981	0.089373	0.059328	0.073446	0.026050	0.005734	0.021255	0.002269	0.001046	0.002463	0.003058
are	0.088028	0.031428	0.015364	0.008133	0.040973	0.074465	0.176444	0.044538	0.138841	0.172097	0.020089	0.121504	0.043211	0.015209	0.007309	0.002366
still	0.200288	0.053601	0.016585	0.014501	0.005790	0.005344	0.071132	0.014675	0.036687	0.022467	0.048575	0.328172	0.049527	0.090899	0.033469	0.008289
remaining	0.069461	0.054103	0.004102	0.007639	0.005588	0.001218	0.013642	0.023429	0.026953	0.031325	0.077488	0.414590	0.147063	0.068435	0.041217	0.013748
.	0.087740	0.001920	0.001171	0.003003	0.003863	0.001019	0.004104	0.008534	0.017289	0.019931	0.019181	0.393184	0.229164	0.105170	0.054714	0.050013
[SEP]	0.912160	0.001281	0.000597	0.000351	0.000315	0.000103	0.000451	0.000416	0.000453	0.001337	0.001378	0.013210	0.010715	0.017518	0.020902	0.018813
