TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.065709	0.019370	0.003105	0.011221	0.010029	0.015283	0.010135	0.005383	0.009030	0.015639	0.035764	0.019545	0.002250	0.004656	0.018498	0.754384
None	0.039864	0.035427	0.036642	0.127489	0.105901	0.141323	0.077594	0.015272	0.002317	0.006256	0.043051	0.062912	0.021424	0.001164	0.177335	0.106029
of	0.144551	0.135300	0.030690	0.089791	0.041087	0.034460	0.123607	0.018367	0.005616	0.014663	0.009143	0.033232	0.025123	0.007795	0.140705	0.145871
the	0.066049	0.102061	0.025680	0.054346	0.029111	0.057724	0.176091	0.051539	0.017602	0.019417	0.016263	0.063237	0.022652	0.008850	0.137621	0.151758
original	0.098737	0.080090	0.015570	0.034874	0.003913	0.087018	0.137263	0.043452	0.013342	0.028759	0.010474	0.025522	0.003855	0.002443	0.082284	0.332403
buildings	0.138826	0.049706	0.007592	0.020307	0.017632	0.004972	0.045471	0.083002	0.041795	0.059280	0.046654	0.027035	0.012950	0.061838	0.076556	0.306385
in	0.054742	0.004885	0.003694	0.007736	0.009596	0.022549	0.036576	0.078755	0.105912	0.103868	0.188578	0.226726	0.024262	0.018508	0.055353	0.058258
En	0.008856	0.003682	0.000833	0.002380	0.005104	0.013197	0.039835	0.005575	0.045555	0.157390	0.391270	0.013669	0.009033	0.003693	0.014316	0.285611
##ga	0.016623	0.001718	0.001120	0.001527	0.000595	0.012418	0.010512	0.134795	0.002728	0.246765	0.252845	0.074096	0.006023	0.001829	0.021207	0.215199
##ku	0.015750	0.003780	0.001266	0.005087	0.004471	0.008053	0.012358	0.027426	0.200619	0.013235	0.072861	0.005478	0.022635	0.009921	0.016082	0.580977
##ji	0.034919	0.016277	0.001659	0.006666	0.002921	0.012190	0.007522	0.033295	0.092029	0.026769	0.000520	0.046760	0.033677	0.038396	0.063329	0.583070
are	0.039551	0.016510	0.018228	0.018398	0.003755	0.011242	0.011169	0.006862	0.027022	0.008519	0.011747	0.004221	0.131414	0.072293	0.565284	0.053784
still	0.084747	0.028898	0.008210	0.010487	0.001976	0.006199	0.001510	0.015780	0.001912	0.014067	0.011830	0.023968	0.015640	0.012056	0.499253	0.263468
remaining	0.063667	0.017332	0.006239	0.012923	0.003899	0.025114	0.004287	0.012571	0.003483	0.016387	0.036078	0.043331	0.007178	0.002265	0.268556	0.476689
.	0.022992	0.036898	0.010235	0.023803	0.020118	0.022927	0.023385	0.013737	0.009794	0.018648	0.009972	0.025534	0.025948	0.042188	0.083959	0.609861
[SEP]	0.009371	0.006356	0.000718	0.003079	0.003315	0.005758	0.007541	0.005012	0.006188	0.006162	0.005353	0.001312	0.002065	0.002584	0.013141	0.922043
