TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.352614	0.015041	0.011166	0.015290	0.012368	0.014586	0.020264	0.010483	0.008450	0.009861	0.006481	0.024333	0.017384	0.026551	0.045400	0.409725
None	0.179222	0.083795	0.032746	0.029129	0.081110	0.131509	0.041013	0.017307	0.006354	0.007020	0.003217	0.054592	0.074023	0.062726	0.076927	0.119309
of	0.368005	0.060093	0.047309	0.018983	0.016196	0.020641	0.030707	0.003220	0.000929	0.000724	0.000368	0.032722	0.015477	0.031568	0.048842	0.304216
the	0.263549	0.035927	0.019345	0.071587	0.046283	0.087305	0.040045	0.007894	0.004541	0.002138	0.001673	0.066579	0.027180	0.037139	0.041047	0.247770
original	0.216861	0.071171	0.018066	0.038719	0.028553	0.115659	0.094794	0.004627	0.002186	0.001689	0.005072	0.014984	0.033785	0.070732	0.045667	0.237434
buildings	0.188425	0.027869	0.032734	0.052385	0.063449	0.066634	0.182549	0.008370	0.015142	0.014436	0.021617	0.029061	0.066584	0.103444	0.040849	0.086450
in	0.161087	0.022771	0.023090	0.028616	0.070311	0.066798	0.118458	0.028504	0.008233	0.014510	0.010785	0.175002	0.028785	0.048069	0.035672	0.159309
En	0.057261	0.003344	0.006908	0.015086	0.000568	0.000260	0.006289	0.046323	0.105101	0.482665	0.150774	0.001028	0.001682	0.001581	0.013325	0.107806
##ga	0.058904	0.002381	0.001317	0.012242	0.001357	0.000744	0.009296	0.174582	0.020421	0.480256	0.169115	0.002865	0.001229	0.001442	0.005345	0.058505
##ku	0.034538	0.019377	0.000969	0.004554	0.001435	0.000137	0.002853	0.105943	0.396002	0.236715	0.113530	0.001252	0.008674	0.004084	0.003099	0.066837
##ji	0.084779	0.026515	0.005713	0.016600	0.000795	0.000203	0.021654	0.320104	0.079296	0.358600	0.014212	0.004088	0.001187	0.002073	0.006118	0.058063
are	0.326747	0.015190	0.013414	0.024630	0.037897	0.066739	0.045759	0.010082	0.006784	0.003876	0.005724	0.052700	0.033112	0.031109	0.059805	0.266431
still	0.367192	0.034679	0.009003	0.007861	0.009783	0.012895	0.030852	0.002368	0.001229	0.000823	0.001041	0.057871	0.021614	0.016260	0.050898	0.375630
remaining	0.208173	0.044343	0.013431	0.016118	0.041568	0.137043	0.109702	0.003496	0.001643	0.000670	0.002049	0.054361	0.050840	0.064595	0.068974	0.182996
.	0.238418	0.035196	0.013164	0.012435	0.026963	0.062817	0.029114	0.006009	0.003935	0.005227	0.003378	0.132920	0.045582	0.040474	0.161800	0.182570
[SEP]	0.353464	0.006807	0.008393	0.015419	0.003472	0.003656	0.006310	0.003299	0.003520	0.002050	0.001495	0.005902	0.004932	0.003997	0.037483	0.539800
