TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.429647	0.030041	0.042061	0.038376	0.025120	0.048128	0.044652	0.026561	0.024618	0.044088	0.025643	0.033096	0.029985	0.028151	0.061021	0.068813
None	0.456452	0.002850	0.020654	0.030329	0.031269	0.018505	0.104331	0.008441	0.008453	0.034143	0.032688	0.062986	0.025040	0.012437	0.088702	0.062720
of	0.524486	0.016556	0.020261	0.037874	0.043889	0.069239	0.034679	0.013016	0.007162	0.010346	0.007041	0.022283	0.023204	0.035099	0.043447	0.091418
the	0.479390	0.049126	0.033935	0.049571	0.022850	0.029147	0.038506	0.014346	0.011759	0.023092	0.018360	0.032682	0.019792	0.021310	0.047873	0.108260
original	0.480080	0.025636	0.054204	0.041300	0.001744	0.014324	0.021173	0.002897	0.012309	0.012107	0.010196	0.093635	0.009598	0.016401	0.072859	0.131537
buildings	0.305464	0.031153	0.093134	0.046433	0.005957	0.001123	0.021973	0.003275	0.006154	0.011029	0.003744	0.016941	0.010332	0.020058	0.091554	0.331676
in	0.578621	0.020328	0.029916	0.041405	0.030492	0.039537	0.024727	0.011719	0.004226	0.007093	0.005486	0.015124	0.017924	0.022304	0.049575	0.101525
En	0.799358	0.003117	0.031025	0.012106	0.003485	0.002602	0.030607	0.000687	0.018712	0.020522	0.003997	0.006408	0.006640	0.003088	0.039814	0.017831
##ga	0.752574	0.014912	0.038233	0.012572	0.004911	0.004703	0.015404	0.012222	0.001466	0.019741	0.008698	0.002429	0.010256	0.004352	0.068386	0.029139
##ku	0.807964	0.005089	0.047417	0.011844	0.002738	0.001890	0.016823	0.008120	0.010859	0.004137	0.002897	0.003109	0.008035	0.004141	0.044341	0.020596
##ji	0.814071	0.008645	0.045320	0.016014	0.001554	0.002279	0.016651	0.004143	0.000931	0.003639	0.000063	0.003638	0.003470	0.006321	0.049447	0.023814
are	0.216990	0.047246	0.040844	0.030698	0.177487	0.015894	0.055878	0.008707	0.005401	0.016831	0.011391	0.038691	0.036457	0.019462	0.110261	0.167762
still	0.382709	0.038415	0.043511	0.038321	0.009163	0.011055	0.060923	0.008451	0.017006	0.053785	0.016186	0.069925	0.002146	0.008458	0.075084	0.164863
remaining	0.269754	0.048919	0.044569	0.054762	0.016769	0.053180	0.063811	0.005895	0.023250	0.034668	0.025306	0.047134	0.019117	0.003733	0.098010	0.191124
.	0.411039	0.037762	0.027640	0.046962	0.068411	0.049045	0.050351	0.015847	0.006447	0.019336	0.012349	0.046437	0.037460	0.047520	0.047188	0.076207
[SEP]	0.272475	0.025528	0.074148	0.057774	0.033365	0.096221	0.037681	0.026419	0.032226	0.054172	0.035641	0.021110	0.026585	0.041325	0.080738	0.084592
