TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.013344	0.040320	0.002333	0.024223	0.022194	0.016936	0.019165	0.006003	0.005427	0.016464	0.009551	0.025167	0.007424	0.018659	0.165861	0.606929
None	0.004053	0.003376	0.000932	0.008812	0.018812	0.003835	0.003036	0.001806	0.001305	0.001758	0.001286	0.005048	0.001969	0.001560	0.062793	0.879617
of	0.008353	0.017542	0.001679	0.014247	0.031755	0.030120	0.024195	0.002125	0.008227	0.002969	0.003853	0.010818	0.017224	0.008720	0.072034	0.746139
the	0.012296	0.136159	0.008046	0.078871	0.070503	0.041009	0.043712	0.001908	0.002724	0.005562	0.005653	0.057395	0.021023	0.030931	0.102683	0.381525
original	0.062267	0.032002	0.016344	0.031257	0.024804	0.031192	0.097417	0.002143	0.002126	0.002439	0.002537	0.050308	0.010812	0.053780	0.106490	0.474081
buildings	0.122017	0.011234	0.006302	0.020831	0.045110	0.092312	0.061290	0.002047	0.000850	0.002833	0.002782	0.023300	0.014753	0.024615	0.123669	0.446056
in	0.079122	0.015641	0.008478	0.020059	0.094322	0.125951	0.050011	0.004224	0.003320	0.011836	0.012262	0.011563	0.010031	0.022375	0.107547	0.423259
En	0.029941	0.012367	0.001656	0.005495	0.004571	0.014310	0.016496	0.009144	0.034069	0.026851	0.004580	0.004062	0.000406	0.000924	0.032625	0.802499
##ga	0.027526	0.003654	0.002878	0.005139	0.002243	0.006695	0.007965	0.002903	0.002002	0.028379	0.004597	0.002307	0.001078	0.003405	0.020746	0.878482
##ku	0.019743	0.003199	0.000745	0.005794	0.001902	0.003131	0.009245	0.004274	0.011772	0.001266	0.007605	0.005874	0.002315	0.002931	0.037345	0.882858
##ji	0.039105	0.012242	0.001671	0.014758	0.007858	0.003101	0.006405	0.002248	0.005477	0.019523	0.005400	0.026510	0.001470	0.003911	0.062455	0.787867
are	0.010191	0.033844	0.006029	0.054101	0.068417	0.066913	0.043773	0.002246	0.004404	0.013852	0.013545	0.010879	0.031752	0.022057	0.129966	0.488031
still	0.004981	0.036582	0.007131	0.028322	0.023036	0.003803	0.005572	0.000374	0.000572	0.001575	0.000145	0.038842	0.000596	0.004093	0.030869	0.813507
remaining	0.010091	0.018157	0.008641	0.019168	0.026685	0.007384	0.015762	0.000736	0.001154	0.002225	0.000603	0.061746	0.008634	0.004376	0.083297	0.731342
.	0.005162	0.126668	0.002438	0.014021	0.015501	0.011869	0.014423	0.002650	0.001732	0.008712	0.015184	0.053393	0.013413	0.026416	0.225680	0.462735
[SEP]	0.010815	0.002761	0.001438	0.000702	0.002603	0.001735	0.004035	0.000610	0.000670	0.000687	0.000643	0.001294	0.001257	0.001441	0.019008	0.950300
