TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.010372	0.079048	0.015290	0.032216	0.055527	0.052241	0.048045	0.007763	0.004548	0.004832	0.010294	0.026647	0.018258	0.040341	0.252105	0.342474
None	0.007648	0.032362	0.009359	0.012030	0.041442	0.035601	0.027107	0.001709	0.002111	0.002272	0.002807	0.034949	0.021924	0.044521	0.261900	0.462259
of	0.005714	0.037158	0.007229	0.010646	0.077740	0.031637	0.009539	0.002702	0.003213	0.004320	0.004053	0.129719	0.045133	0.056302	0.218984	0.355911
the	0.008552	0.027776	0.007334	0.011662	0.077325	0.036015	0.022261	0.005023	0.005466	0.007954	0.005797	0.062318	0.026052	0.063797	0.281440	0.351226
original	0.008363	0.006804	0.006390	0.009312	0.041728	0.051567	0.026903	0.003223	0.006036	0.009382	0.004630	0.017903	0.007624	0.045757	0.158095	0.596283
buildings	0.015300	0.015164	0.009449	0.008860	0.025396	0.028507	0.021075	0.003190	0.006021	0.005230	0.002976	0.028787	0.010400	0.030521	0.155053	0.634071
in	0.014660	0.019721	0.001893	0.009061	0.023644	0.012439	0.009071	0.014859	0.009389	0.013886	0.047659	0.016683	0.010283	0.011988	0.121538	0.663226
En	0.012695	0.001658	0.001304	0.005317	0.007373	0.015876	0.014121	0.031344	0.039135	0.073464	0.122670	0.002308	0.004038	0.006594	0.042110	0.619993
##ga	0.007612	0.002355	0.001421	0.004148	0.006724	0.012149	0.025148	0.023115	0.012180	0.027132	0.067020	0.002511	0.002555	0.005728	0.048539	0.751661
##ku	0.013815	0.002543	0.001185	0.001794	0.005626	0.009492	0.009426	0.006131	0.004272	0.005684	0.012234	0.001431	0.002389	0.004346	0.053218	0.866415
##ji	0.015911	0.004977	0.003461	0.004418	0.010219	0.014282	0.011477	0.011247	0.005844	0.006192	0.011411	0.002528	0.002707	0.005038	0.068019	0.822270
are	0.009472	0.039056	0.001915	0.002731	0.016162	0.022534	0.004778	0.000560	0.001151	0.000669	0.001579	0.013188	0.011283	0.028093	0.375780	0.471049
still	0.011690	0.022609	0.003764	0.005024	0.014526	0.031221	0.009315	0.002537	0.004782	0.002530	0.004571	0.005011	0.004623	0.030342	0.271273	0.576181
remaining	0.008791	0.012945	0.003184	0.003590	0.011319	0.014225	0.003317	0.003374	0.007418	0.003001	0.003984	0.004879	0.003450	0.009352	0.141695	0.765476
.	0.008230	0.003077	0.001068	0.001774	0.004170	0.007133	0.006538	0.004026	0.004399	0.005092	0.007466	0.003885	0.002521	0.005311	0.035923	0.899386
[SEP]	0.026996	0.007835	0.004223	0.004915	0.011505	0.013634	0.021948	0.017900	0.020665	0.024771	0.030397	0.009983	0.007561	0.010099	0.046915	0.740654
