TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.194471	0.006444	0.052427	0.322811	0.016094	0.028418	0.202769	0.028746	0.015944	0.007618	0.021384	0.008370	0.007952	0.007925	0.042994	0.035633
None	0.004709	0.049648	0.021899	0.063287	0.167391	0.061536	0.030675	0.048062	0.055648	0.086245	0.066328	0.094656	0.061716	0.133519	0.027249	0.027433
of	0.001052	0.135725	0.113993	0.085449	0.096936	0.039127	0.081912	0.053030	0.049112	0.081995	0.044640	0.031933	0.022000	0.066185	0.023904	0.073008
the	0.001148	0.120400	0.224080	0.025782	0.123971	0.055217	0.030303	0.050457	0.059500	0.096910	0.032212	0.045724	0.024294	0.050045	0.012524	0.047433
original	0.002012	0.080131	0.011152	0.023369	0.056496	0.204886	0.016681	0.036704	0.061527	0.279563	0.125158	0.030094	0.017984	0.030786	0.014918	0.008541
buildings	0.009549	0.035204	0.030637	0.034032	0.066697	0.059053	0.041329	0.073074	0.179077	0.245520	0.132539	0.011784	0.007399	0.035026	0.016091	0.022989
in	0.001924	0.069792	0.040436	0.051321	0.121770	0.137413	0.029169	0.037885	0.051338	0.107536	0.067777	0.071527	0.034130	0.074152	0.026977	0.076853
En	0.146227	0.059437	0.011097	0.044315	0.022873	0.026020	0.026807	0.008082	0.061346	0.235739	0.228970	0.018226	0.010033	0.021638	0.037304	0.041885
##ga	0.264838	0.010789	0.019364	0.110669	0.008002	0.029049	0.089083	0.016637	0.044804	0.092115	0.113541	0.028399	0.016662	0.014680	0.055303	0.086066
##ku	0.724723	0.004612	0.004555	0.017876	0.002332	0.003338	0.030662	0.011796	0.080923	0.019134	0.047810	0.006727	0.006952	0.012923	0.016605	0.009033
##ji	0.479996	0.006638	0.016840	0.031333	0.007883	0.050857	0.062121	0.093516	0.089693	0.048173	0.022270	0.007881	0.008641	0.008079	0.028630	0.037450
are	0.005792	0.199446	0.008223	0.016647	0.082343	0.048166	0.007202	0.047772	0.054972	0.113275	0.108071	0.034811	0.051365	0.101264	0.017001	0.103651
still	0.007484	0.046275	0.011829	0.010041	0.188729	0.083933	0.007410	0.018938	0.022418	0.090808	0.054616	0.093591	0.055228	0.203552	0.016771	0.088376
remaining	0.001258	0.061628	0.030240	0.033263	0.108596	0.227529	0.013717	0.022940	0.032737	0.086624	0.086638	0.147061	0.022871	0.034072	0.046634	0.044193
.	0.002069	0.039825	0.045011	0.093581	0.015194	0.018459	0.081799	0.032187	0.029706	0.043988	0.040472	0.044451	0.031074	0.028824	0.184365	0.268997
[SEP]	0.243463	0.019191	0.041001	0.116586	0.015191	0.022373	0.095247	0.027059	0.033581	0.018784	0.057218	0.028514	0.026244	0.026563	0.152715	0.076270
