TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.747612	0.014095	0.031244	0.017577	0.011866	0.021975	0.059302	0.012744	0.011892	0.011676	0.018746	0.005147	0.007788	0.005363	0.016179	0.006792
None	0.002990	0.000572	0.995551	0.000513	0.000030	0.000005	0.000306	0.000002	0.000000	0.000002	0.000002	0.000000	0.000000	0.000000	0.000026	0.000000
of	0.002878	0.000038	0.000198	0.996348	0.000123	0.000003	0.000015	0.000178	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.000000	0.000219
the	0.003123	0.000087	0.000024	0.000856	0.995656	0.000098	0.000019	0.000021	0.000114	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001
original	0.062531	0.000488	0.000546	0.000196	0.002384	0.932395	0.000886	0.000009	0.000037	0.000525	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000
buildings	0.305798	0.000007	0.001305	0.000037	0.000006	0.000674	0.691526	0.000067	0.000002	0.000124	0.000453	0.000000	0.000000	0.000000	0.000001	0.000000
in	0.001979	0.000000	0.000005	0.001157	0.000040	0.000004	0.003059	0.993608	0.000064	0.000006	0.000073	0.000006	0.000000	0.000000	0.000000	0.000000
En	0.000704	0.000000	0.000000	0.000007	0.000102	0.000010	0.000072	0.000780	0.997204	0.000336	0.000085	0.000055	0.000642	0.000000	0.000000	0.000001
##ga	0.003219	0.000000	0.000000	0.000000	0.000000	0.000048	0.000022	0.000008	0.000041	0.996630	0.000023	0.000000	0.000004	0.000004	0.000000	0.000000
##ku	0.003327	0.000000	0.000000	0.000000	0.000000	0.000000	0.000184	0.000080	0.000002	0.003575	0.992740	0.000040	0.000002	0.000002	0.000048	0.000000
##ji	0.007336	0.000000	0.000000	0.000001	0.000000	0.000000	0.000012	0.005888	0.000052	0.000121	0.000462	0.985341	0.000042	0.000003	0.000039	0.000703
are	0.003689	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000009	0.000048	0.000288	0.000025	0.001385	0.994175	0.000308	0.000016	0.000057
still	0.001908	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000775	0.000051	0.000043	0.000354	0.996689	0.000154	0.000024
remaining	0.008472	0.000000	0.000103	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000227	0.000044	0.000024	0.000206	0.990685	0.000234
.	0.005506	0.000000	0.000000	0.000009	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000011	0.000104	0.000070	0.000013	0.000375	0.993912
[SEP]	0.999847	0.000000	0.000000	0.000000	0.000003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000022	0.000001	0.000005	0.000122
