TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.017833	0.017526	0.001281	0.007422	0.014027	0.041353	0.032526	0.002598	0.002091	0.002530	0.006501	0.028470	0.002207	0.018048	0.049600	0.755986
None	0.006379	0.018120	0.002435	0.005874	0.001082	0.002966	0.001144	0.000381	0.000226	0.000075	0.000498	0.010477	0.001227	0.002494	0.026899	0.919723
of	0.062024	0.185098	0.006700	0.025740	0.030001	0.035339	0.015964	0.000473	0.002591	0.000350	0.003447	0.025874	0.002690	0.010323	0.054470	0.538915
the	0.048651	0.577575	0.023263	0.014276	0.051048	0.078963	0.023866	0.000519	0.002365	0.000400	0.001227	0.018230	0.001721	0.010740	0.026453	0.120702
original	0.026671	0.533735	0.145081	0.047976	0.055012	0.040245	0.014173	0.000282	0.001233	0.000293	0.000431	0.002881	0.000923	0.003364	0.019016	0.108684
buildings	0.039865	0.460578	0.058059	0.059794	0.090178	0.057226	0.010564	0.000294	0.000575	0.000159	0.000521	0.009293	0.002466	0.004008	0.020617	0.185801
in	0.037642	0.178313	0.021014	0.095985	0.118670	0.054374	0.070485	0.001693	0.005368	0.000625	0.002231	0.010751	0.001375	0.005609	0.016835	0.379029
En	0.124095	0.035137	0.002888	0.015851	0.055674	0.050325	0.217812	0.024682	0.010998	0.033273	0.031309	0.011610	0.001680	0.005476	0.015167	0.364022
##ga	0.006733	0.000369	0.000110	0.000954	0.000820	0.012134	0.010889	0.070830	0.007508	0.007405	0.006352	0.001933	0.000753	0.001028	0.004072	0.868110
##ku	0.011216	0.001227	0.000332	0.001336	0.003664	0.020630	0.102166	0.521008	0.112063	0.008858	0.016506	0.010167	0.002905	0.001620	0.001924	0.184378
##ji	0.051664	0.008682	0.001326	0.008035	0.020790	0.060288	0.532054	0.040508	0.034229	0.042620	0.026482	0.016223	0.002055	0.010208	0.007179	0.137658
are	0.020179	0.013341	0.001863	0.008104	0.014481	0.040498	0.080442	0.004772	0.005646	0.013077	0.018557	0.086917	0.006991	0.031239	0.108406	0.545487
still	0.017190	0.003201	0.000220	0.001109	0.000520	0.001752	0.007331	0.001696	0.004437	0.009013	0.006159	0.127525	0.011982	0.013082	0.068298	0.726485
remaining	0.010214	0.001261	0.000146	0.000698	0.000118	0.000730	0.001878	0.001573	0.004763	0.014910	0.008327	0.471867	0.057207	0.014216	0.058366	0.353728
.	0.021345	0.008119	0.000673	0.003544	0.002513	0.011796	0.040312	0.003626	0.001012	0.003996	0.007081	0.145696	0.018830	0.041824	0.179001	0.510632
[SEP]	0.003313	0.006832	0.003594	0.019653	0.002971	0.002595	0.003350	0.002998	0.003638	0.000737	0.001458	0.006273	0.002590	0.002334	0.023413	0.914250
