TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.558592	0.007639	0.005006	0.004282	0.018499	0.074292	0.008793	0.015139	0.002824	0.021584	0.008173	0.012772	0.005254	0.019853	0.012670	0.224627
None	0.339354	0.016041	0.042042	0.029526	0.023610	0.033051	0.030910	0.011175	0.003519	0.010483	0.008166	0.041083	0.035846	0.022705	0.097882	0.254606
of	0.355272	0.012301	0.025742	0.022900	0.010431	0.019189	0.048375	0.006688	0.002852	0.009534	0.008611	0.019458	0.008422	0.008467	0.072618	0.369138
the	0.304498	0.028153	0.031946	0.031602	0.038150	0.033239	0.047004	0.021519	0.012201	0.059481	0.026635	0.040669	0.022438	0.025799	0.074615	0.202052
original	0.036296	0.012340	0.000293	0.001288	0.255599	0.068053	0.002492	0.002051	0.001610	0.061647	0.196283	0.146654	0.060158	0.144688	0.000946	0.009602
buildings	0.017166	0.005359	0.000144	0.000495	0.298329	0.097579	0.000831	0.004864	0.007166	0.209731	0.202039	0.037850	0.016771	0.097962	0.000456	0.003258
in	0.376611	0.019092	0.015668	0.021924	0.034541	0.031307	0.062715	0.008058	0.009833	0.044505	0.041597	0.060257	0.017727	0.031751	0.029637	0.194779
En	0.409280	0.013397	0.009248	0.022424	0.033284	0.055842	0.028624	0.002237	0.010926	0.039343	0.037727	0.058790	0.007332	0.016811	0.021998	0.232738
##ga	0.218883	0.000622	0.020859	0.020258	0.001626	0.005340	0.027271	0.006214	0.000046	0.000458	0.000129	0.005202	0.001163	0.000986	0.144421	0.546523
##ku	0.282000	0.002167	0.036535	0.047411	0.010108	0.023007	0.073077	0.002863	0.001412	0.002552	0.000805	0.010601	0.002234	0.004700	0.094529	0.406001
##ji	0.296247	0.015994	0.016617	0.011599	0.045098	0.107420	0.084598	0.029871	0.000911	0.009699	0.001298	0.041436	0.011605	0.016567	0.050167	0.260873
are	0.341123	0.006676	0.003894	0.004876	0.120554	0.032492	0.006905	0.007360	0.003617	0.038896	0.020161	0.033021	0.065142	0.152317	0.026154	0.136811
still	0.289371	0.010770	0.004645	0.005830	0.195236	0.017585	0.010928	0.002813	0.002163	0.018444	0.011284	0.103473	0.034374	0.121466	0.021655	0.149963
remaining	0.213520	0.015032	0.008359	0.012326	0.185339	0.022273	0.015648	0.005142	0.005605	0.027107	0.029764	0.099858	0.068573	0.139178	0.021777	0.130499
.	0.237706	0.008868	0.142491	0.054401	0.008303	0.007812	0.055230	0.006735	0.004570	0.004177	0.002524	0.006310	0.009259	0.011510	0.136224	0.303880
[SEP]	0.271992	0.000806	0.057386	0.100161	0.000445	0.001788	0.026076	0.001208	0.000825	0.000643	0.000148	0.001270	0.000853	0.000551	0.125913	0.409936
