TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.012839	0.082705	0.058350	0.054524	0.012706	0.022394	0.075834	0.042899	0.074226	0.041276	0.146528	0.028353	0.020081	0.018744	0.254815	0.053726
None	0.009048	0.002205	0.111987	0.150531	0.018646	0.014526	0.211428	0.025934	0.027662	0.051990	0.032070	0.029154	0.024320	0.015678	0.232294	0.042528
of	0.010899	0.007133	0.061251	0.090537	0.016181	0.025575	0.106991	0.045530	0.056816	0.120099	0.147011	0.034425	0.020097	0.018816	0.161075	0.077564
the	0.013228	0.010047	0.053633	0.066958	0.019100	0.032693	0.069980	0.054293	0.068830	0.152189	0.158205	0.038634	0.017670	0.022837	0.132848	0.088855
original	0.042632	0.023186	0.055091	0.084673	0.016190	0.022836	0.088470	0.061305	0.034612	0.081994	0.096181	0.037982	0.013940	0.016487	0.079294	0.245127
buildings	0.039455	0.051300	0.105236	0.133869	0.026245	0.013949	0.067857	0.044527	0.040140	0.068906	0.136353	0.034032	0.051833	0.049786	0.075972	0.060538
in	0.012958	0.014870	0.054449	0.110060	0.043658	0.048707	0.078010	0.055093	0.050963	0.051331	0.105203	0.065929	0.027772	0.059604	0.112350	0.109043
En	0.008281	0.003662	0.020935	0.062902	0.089688	0.149014	0.094067	0.023194	0.015670	0.026252	0.101662	0.058537	0.057372	0.142311	0.118991	0.027461
##ga	0.033566	0.002017	0.008012	0.047969	0.123255	0.286136	0.068586	0.045304	0.006175	0.022348	0.078377	0.049109	0.035449	0.080294	0.077131	0.036274
##ku	0.007224	0.004622	0.015379	0.050290	0.139762	0.299199	0.061944	0.050881	0.014436	0.007472	0.066131	0.053925	0.039541	0.081082	0.065078	0.043033
##ji	0.011677	0.005335	0.057298	0.180032	0.064202	0.134758	0.118263	0.029458	0.016643	0.017594	0.064223	0.041168	0.023386	0.073555	0.132297	0.030112
are	0.019167	0.004781	0.073270	0.104380	0.021291	0.037850	0.111815	0.047332	0.057296	0.091569	0.130304	0.020719	0.012207	0.019283	0.159554	0.089181
still	0.012433	0.019325	0.153761	0.129028	0.010752	0.012106	0.085428	0.056306	0.053541	0.086131	0.093387	0.030066	0.004361	0.009009	0.138875	0.105489
remaining	0.023469	0.016877	0.135533	0.183592	0.007575	0.006035	0.077597	0.042180	0.035457	0.076528	0.076272	0.019896	0.008129	0.006088	0.145873	0.138899
.	0.019975	0.014137	0.031617	0.046108	0.037442	0.138256	0.055029	0.043756	0.074120	0.088800	0.162352	0.042971	0.014153	0.050237	0.113550	0.067497
[SEP]	0.096962	0.012584	0.004305	0.006024	0.010713	0.023688	0.008564	0.011201	0.005021	0.006147	0.014881	0.007599	0.004653	0.004351	0.015186	0.768121
