TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.136654	0.008068	0.004509	0.007001	0.020352	0.095600	0.018978	0.005851	0.002674	0.004788	0.007265	0.022595	0.005994	0.007019	0.005878	0.646773
None	0.057082	0.005146	0.021724	0.015492	0.004375	0.003057	0.015463	0.001296	0.000419	0.000120	0.000673	0.004843	0.003449	0.004519	0.015493	0.846849
of	0.195006	0.071219	0.030296	0.025481	0.026764	0.018791	0.048757	0.009528	0.003086	0.018867	0.013687	0.029807	0.012047	0.006576	0.047543	0.442544
the	0.221464	0.013224	0.030508	0.022661	0.040759	0.062777	0.080895	0.011652	0.003216	0.011147	0.015331	0.035155	0.010884	0.007630	0.021529	0.411169
original	0.205225	0.006426	0.007210	0.008526	0.009871	0.017808	0.037507	0.011895	0.003418	0.005394	0.004614	0.011255	0.003118	0.006671	0.037824	0.623238
buildings	0.276118	0.005088	0.008132	0.009123	0.009464	0.044854	0.052561	0.015474	0.018602	0.030680	0.046584	0.009291	0.004198	0.004248	0.035308	0.430275
in	0.215070	0.021058	0.009773	0.017479	0.021617	0.092883	0.050306	0.019070	0.022155	0.041762	0.090190	0.039296	0.004381	0.005731	0.028601	0.320629
En	0.086117	0.008658	0.007388	0.021203	0.012346	0.041198	0.042704	0.010130	0.011651	0.079737	0.094117	0.010204	0.004613	0.006809	0.035519	0.527608
##ga	0.066311	0.000286	0.001969	0.011921	0.001927	0.019588	0.033407	0.001223	0.000418	0.007170	0.009058	0.004781	0.000658	0.001153	0.008450	0.831681
##ku	0.069498	0.011964	0.005322	0.020523	0.004707	0.012983	0.048064	0.025135	0.007138	0.010502	0.054395	0.005655	0.002765	0.006788	0.007794	0.706768
##ji	0.226927	0.005005	0.007819	0.014031	0.008715	0.078904	0.077153	0.017797	0.007770	0.017829	0.029502	0.016891	0.004848	0.006247	0.011527	0.469035
are	0.170991	0.021800	0.010742	0.016365	0.009887	0.009817	0.042786	0.010121	0.001703	0.006320	0.025024	0.006677	0.001997	0.003452	0.038476	0.623842
still	0.117242	0.008058	0.012132	0.005900	0.007834	0.006447	0.033879	0.003197	0.000106	0.000214	0.000509	0.006116	0.001219	0.004180	0.011432	0.781534
remaining	0.055684	0.005326	0.008771	0.003083	0.001379	0.001179	0.015056	0.001557	0.000505	0.000223	0.000231	0.001901	0.000867	0.002399	0.021284	0.880554
.	0.123107	0.027353	0.031549	0.036528	0.026057	0.041532	0.113894	0.014851	0.004886	0.018074	0.038393	0.036268	0.005237	0.009189	0.018369	0.454713
[SEP]	0.005666	0.000386	0.002981	0.006947	0.000297	0.001328	0.008473	0.000626	0.000435	0.000196	0.000285	0.000553	0.000109	0.000656	0.037266	0.933797
