TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.067309	0.043409	0.001322	0.004579	0.001522	0.004560	0.004501	0.004690	0.000632	0.007524	0.011517	0.015245	0.005949	0.008325	0.053463	0.765455
None	0.000187	0.002935	0.892846	0.092988	0.001100	0.001544	0.000265	0.000008	0.000000	0.000000	0.000000	0.000025	0.000005	0.000064	0.000451	0.007580
of	0.000040	0.001570	0.010335	0.984744	0.001419	0.001286	0.000063	0.000071	0.000001	0.000003	0.000001	0.000002	0.000000	0.000005	0.000031	0.000429
the	0.000163	0.010937	0.003162	0.009020	0.934720	0.035188	0.000275	0.002192	0.000005	0.000027	0.000038	0.000090	0.000093	0.000326	0.000113	0.003651
original	0.000075	0.000767	0.000206	0.000322	0.001162	0.995428	0.000157	0.000329	0.000002	0.000024	0.000016	0.000063	0.000017	0.000077	0.000079	0.001276
buildings	0.003836	0.003215	0.002167	0.001218	0.001611	0.001876	0.659456	0.002436	0.000157	0.003059	0.001727	0.002689	0.000248	0.001464	0.015891	0.298950
in	0.000155	0.000299	0.000010	0.000573	0.000414	0.000084	0.005111	0.979818	0.003196	0.002040	0.000129	0.000062	0.000025	0.000033	0.000142	0.007908
En	0.000001	0.000001	0.000003	0.000008	0.000005	0.000011	0.000010	0.000101	0.999104	0.000723	0.000011	0.000005	0.000001	0.000001	0.000002	0.000014
##ga	0.000000	0.000001	0.000000	0.000000	0.000000	0.000008	0.000085	0.000056	0.000022	0.980108	0.019617	0.000051	0.000028	0.000014	0.000001	0.000007
##ku	0.000003	0.000001	0.000000	0.000000	0.000007	0.000086	0.000104	0.000030	0.000002	0.003671	0.970826	0.005028	0.005304	0.013639	0.000119	0.001182
##ji	0.001548	0.000291	0.000003	0.000002	0.000003	0.000050	0.000626	0.000211	0.000000	0.001371	0.013334	0.111831	0.002032	0.003545	0.011867	0.853286
are	0.001444	0.000432	0.000082	0.000219	0.000359	0.000509	0.001051	0.000872	0.000097	0.000925	0.005927	0.013398	0.134950	0.793497	0.015656	0.030582
still	0.000400	0.000052	0.000013	0.000025	0.000009	0.000238	0.000095	0.000007	0.000023	0.000211	0.002038	0.002932	0.085922	0.882334	0.012533	0.013170
remaining	0.000987	0.000134	0.000002	0.000003	0.000003	0.000106	0.000254	0.000012	0.000005	0.000356	0.001225	0.019170	0.001971	0.004719	0.427488	0.543567
.	0.000270	0.000778	0.000020	0.000039	0.000005	0.000000	0.000001	0.000003	0.000000	0.000001	0.000037	0.000026	0.000011	0.000020	0.002193	0.996596
[SEP]	0.069450	0.013143	0.001698	0.004279	0.003298	0.004350	0.008062	0.011999	0.004094	0.013403	0.013095	0.006124	0.003067	0.007636	0.032046	0.804256
