TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.018438	0.002389	0.002232	0.002670	0.003684	0.023454	0.011977	0.011174	0.023620	0.016914	0.009153	0.001359	0.000912	0.001074	0.014629	0.856320
None	0.032042	0.058660	0.054191	0.177013	0.068386	0.301655	0.063388	0.000250	0.001123	0.000682	0.001348	0.038947	0.004387	0.042494	0.017321	0.138115
of	0.020179	0.030352	0.019800	0.063250	0.138279	0.179591	0.038945	0.001914	0.002159	0.003094	0.001983	0.077494	0.006629	0.025344	0.023527	0.367460
the	0.024243	0.019906	0.007507	0.015034	0.179488	0.369662	0.077644	0.009362	0.011317	0.021575	0.023359	0.018027	0.004998	0.008109	0.023729	0.186039
original	0.017715	0.001446	0.004209	0.012323	0.005557	0.189642	0.327608	0.009693	0.002698	0.006404	0.006281	0.007714	0.000496	0.001117	0.024707	0.382391
buildings	0.041723	0.001843	0.001764	0.011295	0.006556	0.084035	0.041233	0.005531	0.036858	0.059384	0.013277	0.002201	0.001105	0.000521	0.063495	0.629179
in	0.045152	0.001482	0.001128	0.002165	0.004757	0.057977	0.058261	0.055017	0.041791	0.197897	0.134667	0.003437	0.002834	0.002489	0.049198	0.341749
En	0.008814	0.000653	0.008085	0.005908	0.002075	0.001630	0.013658	0.008128	0.205165	0.059302	0.007632	0.003042	0.001331	0.001392	0.019387	0.653795
##ga	0.011482	0.001139	0.001192	0.002694	0.009938	0.010560	0.025243	0.108858	0.009353	0.106963	0.035743	0.003033	0.002045	0.001887	0.012120	0.657749
##ku	0.019627	0.005657	0.004016	0.001865	0.000254	0.002137	0.006068	0.005454	0.500522	0.022700	0.014930	0.002045	0.003491	0.002178	0.027860	0.381198
##ji	0.003979	0.000992	0.001347	0.001312	0.001181	0.005999	0.019513	0.008983	0.198073	0.475243	0.008498	0.002545	0.001534	0.000247	0.005160	0.265394
are	0.054573	0.035933	0.003825	0.012057	0.090613	0.700863	0.029288	0.000214	0.000651	0.000312	0.001747	0.004106	0.013059	0.018740	0.015300	0.018718
still	0.051776	0.038315	0.043819	0.041604	0.129871	0.074818	0.131253	0.010399	0.009076	0.004102	0.003709	0.026281	0.015837	0.040005	0.063893	0.315243
remaining	0.050702	0.025319	0.023076	0.046343	0.144405	0.154651	0.093288	0.000795	0.003705	0.001363	0.002368	0.020495	0.048731	0.059949	0.065548	0.259263
.	0.018960	0.028095	0.010819	0.009115	0.046391	0.180025	0.083482	0.050720	0.005589	0.019094	0.023905	0.035264	0.018925	0.016669	0.023662	0.429287
[SEP]	0.004173	0.001810	0.002182	0.002246	0.002055	0.025522	0.020857	0.005378	0.005367	0.008426	0.002242	0.002148	0.000583	0.001296	0.006060	0.909656
