TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.021067	0.009277	0.001640	0.015885	0.010959	0.007758	0.032411	0.002047	0.002059	0.002097	0.001447	0.025306	0.014411	0.006246	0.004685	0.842706
None	0.006059	0.096099	0.024727	0.031321	0.028801	0.031810	0.023305	0.003328	0.002392	0.003982	0.007983	0.029959	0.013125	0.026323	0.023027	0.647758
of	0.011031	0.025214	0.017187	0.033155	0.006252	0.052913	0.018979	0.002084	0.001439	0.001628	0.003897	0.028325	0.002956	0.008407	0.017969	0.768565
the	0.007525	0.004665	0.008368	0.033847	0.009573	0.048461	0.040974	0.004721	0.003132	0.002942	0.009924	0.045269	0.009849	0.018348	0.016111	0.736291
original	0.009030	0.006614	0.005324	0.018727	0.013336	0.033345	0.015835	0.003621	0.001819	0.001354	0.003919	0.014994	0.003471	0.008772	0.013955	0.845884
buildings	0.002384	0.005763	0.002327	0.005420	0.003108	0.011413	0.008662	0.001046	0.000904	0.000272	0.001777	0.002317	0.001169	0.002606	0.002617	0.948215
in	0.010369	0.014467	0.015080	0.037162	0.048052	0.034311	0.029317	0.011237	0.006885	0.002026	0.010034	0.010780	0.002856	0.004715	0.015902	0.746808
En	0.001020	0.000191	0.000140	0.000973	0.000328	0.001697	0.002643	0.004995	0.003015	0.010149	0.010338	0.000269	0.000070	0.000130	0.002219	0.961821
##ga	0.000534	0.000307	0.000434	0.001207	0.001009	0.001057	0.001056	0.004151	0.002442	0.001565	0.002888	0.000095	0.000049	0.000063	0.000889	0.982254
##ku	0.001391	0.000585	0.000253	0.001245	0.001102	0.000386	0.001399	0.002158	0.001625	0.000859	0.001282	0.000119	0.000106	0.000067	0.001551	0.985872
##ji	0.001256	0.000722	0.000495	0.002900	0.001868	0.000644	0.002999	0.012917	0.004582	0.007525	0.006085	0.000346	0.000321	0.000160	0.003473	0.953707
are	0.018637	0.024796	0.098683	0.217807	0.234207	0.113242	0.110088	0.003151	0.001656	0.001134	0.001621	0.041213	0.005444	0.005462	0.022168	0.100690
still	0.012234	0.034303	0.044942	0.082920	0.253487	0.018073	0.097427	0.006325	0.004561	0.002572	0.002539	0.073117	0.022011	0.024528	0.043197	0.277764
remaining	0.022754	0.027688	0.056784	0.126823	0.238888	0.029357	0.063520	0.006011	0.004355	0.001319	0.001780	0.048447	0.019186	0.027557	0.027265	0.298267
.	0.009119	0.302864	0.055084	0.101708	0.024936	0.065485	0.035129	0.006079	0.005387	0.004975	0.005798	0.128424	0.075664	0.044774	0.022969	0.111604
[SEP]	0.001059	0.000261	0.000169	0.000594	0.001128	0.000366	0.000472	0.000309	0.000330	0.000214	0.000295	0.000320	0.000198	0.000158	0.000783	0.993343
