TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.017588	0.018063	0.003909	0.004902	0.009413	0.009241	0.003150	0.000603	0.001277	0.001404	0.000872	0.012013	0.001723	0.019897	0.005998	0.889946
None	0.007397	0.110406	0.017010	0.008083	0.012305	0.011249	0.003104	0.000445	0.000784	0.000233	0.002063	0.023690	0.002197	0.003128	0.006427	0.791479
of	0.035715	0.167159	0.055253	0.032398	0.017846	0.062035	0.006444	0.000511	0.000796	0.000128	0.001733	0.015491	0.001898	0.001743	0.024215	0.576635
the	0.046551	0.162823	0.059700	0.048690	0.076003	0.089129	0.036404	0.001933	0.002518	0.001376	0.004054	0.024624	0.003962	0.005510	0.036001	0.400721
original	0.034202	0.161280	0.022856	0.048515	0.081640	0.137014	0.031230	0.004211	0.001921	0.001315	0.003919	0.006856	0.003126	0.006763	0.031381	0.423771
buildings	0.043961	0.054026	0.020390	0.046750	0.029704	0.066898	0.047962	0.004574	0.004448	0.002567	0.007402	0.014080	0.001684	0.005228	0.044942	0.605384
in	0.048518	0.091657	0.043145	0.163496	0.044246	0.033192	0.093722	0.018256	0.005924	0.021403	0.019565	0.005061	0.000418	0.000810	0.046668	0.363921
En	0.006017	0.005001	0.006606	0.015500	0.006044	0.003770	0.017967	0.015192	0.019001	0.011382	0.005112	0.002334	0.000611	0.001140	0.011528	0.872795
##ga	0.002321	0.002690	0.002727	0.009059	0.001991	0.002177	0.006253	0.005728	0.002821	0.005698	0.002049	0.001516	0.000311	0.000874	0.003562	0.950222
##ku	0.004241	0.000785	0.002614	0.002594	0.001311	0.001393	0.010450	0.021727	0.008168	0.008162	0.001541	0.001810	0.000173	0.000837	0.002630	0.931565
##ji	0.009880	0.004821	0.005495	0.010834	0.002231	0.013101	0.089358	0.010633	0.004731	0.009284	0.002638	0.001846	0.000120	0.000469	0.006602	0.827956
are	0.169756	0.083367	0.023012	0.038206	0.234832	0.051988	0.121588	0.007344	0.003773	0.005080	0.010317	0.052967	0.022086	0.027214	0.072065	0.076405
still	0.041838	0.122936	0.013507	0.008699	0.049268	0.027881	0.023954	0.006630	0.004407	0.006022	0.012076	0.031602	0.013383	0.041700	0.031986	0.564111
remaining	0.034674	0.077851	0.006642	0.008909	0.038435	0.019154	0.040515	0.006216	0.005102	0.013467	0.023959	0.068405	0.043029	0.101309	0.054135	0.458200
.	0.039545	0.112144	0.014596	0.022093	0.031628	0.059080	0.045513	0.013382	0.012444	0.024361	0.024499	0.177498	0.081280	0.151686	0.066496	0.123756
[SEP]	0.009165	0.004058	0.004145	0.009006	0.002619	0.002866	0.002621	0.004358	0.004250	0.001818	0.001601	0.003498	0.001573	0.003692	0.008813	0.935920
