TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.007333	0.000291	0.000046	0.000335	0.003259	0.003081	0.000866	0.000022	0.000079	0.000014	0.000660	0.003351	0.002509	0.003038	0.000901	0.974214
None	0.000337	0.009861	0.001573	0.003628	0.006976	0.004317	0.003310	0.000350	0.000832	0.000351	0.000483	0.106350	0.102912	0.088023	0.022677	0.648019
of	0.000214	0.013905	0.000654	0.003737	0.032178	0.010254	0.003263	0.000022	0.000074	0.000024	0.000126	0.100668	0.101726	0.492553	0.007076	0.233523
the	0.000284	0.020951	0.001054	0.003448	0.066647	0.009553	0.005874	0.000052	0.000116	0.000027	0.000261	0.161157	0.195809	0.301943	0.005637	0.227188
original	0.003684	0.042734	0.009960	0.018639	0.047034	0.050779	0.007693	0.000465	0.001079	0.000259	0.002154	0.155003	0.029405	0.113680	0.027983	0.489449
buildings	0.007165	0.036446	0.010717	0.016922	0.047914	0.026379	0.003749	0.000519	0.001645	0.000301	0.000993	0.052944	0.059658	0.094390	0.024364	0.615893
in	0.003423	0.010082	0.005110	0.024107	0.109704	0.230280	0.045330	0.000351	0.000748	0.000576	0.002459	0.023218	0.015164	0.027147	0.011592	0.490711
En	0.005266	0.000690	0.000251	0.001041	0.001140	0.004862	0.005810	0.003220	0.008363	0.021489	0.048332	0.001006	0.000587	0.000644	0.007836	0.889462
##ga	0.009871	0.001128	0.001303	0.004431	0.000751	0.007126	0.005324	0.016428	0.009882	0.011011	0.012523	0.002744	0.000907	0.001437	0.024019	0.891115
##ku	0.005509	0.000526	0.000756	0.001500	0.001072	0.003411	0.005001	0.005324	0.007431	0.004121	0.017053	0.001705	0.001595	0.001253	0.014091	0.929652
##ji	0.004851	0.001288	0.000629	0.001467	0.001394	0.004612	0.007593	0.001528	0.004893	0.010003	0.009651	0.007084	0.003880	0.003104	0.018788	0.919234
are	0.000359	0.018093	0.000726	0.002478	0.015730	0.005850	0.004653	0.000113	0.000394	0.000192	0.000345	0.045069	0.306504	0.079359	0.009384	0.510751
still	0.000748	0.039928	0.001374	0.002405	0.003932	0.002458	0.006513	0.001216	0.000981	0.001941	0.002833	0.147472	0.043529	0.047167	0.029471	0.668032
remaining	0.001926	0.027384	0.001832	0.005822	0.012854	0.010622	0.005413	0.000657	0.000854	0.000679	0.001256	0.183896	0.162849	0.064912	0.039777	0.479269
.	0.002709	0.002685	0.000729	0.002512	0.009705	0.005487	0.002788	0.000643	0.000551	0.000554	0.003484	0.029041	0.012988	0.007968	0.012417	0.905739
[SEP]	0.110633	0.002794	0.003342	0.004240	0.002364	0.003462	0.004297	0.025319	0.011487	0.015007	0.024494	0.006427	0.002094	0.004054	0.127261	0.652725
