TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.217039	0.016069	0.026935	0.029628	0.030031	0.057700	0.049373	0.048834	0.032604	0.044832	0.031944	0.068066	0.042711	0.046512	0.121785	0.135937
None	0.119259	0.084265	0.051140	0.094773	0.017702	0.043749	0.097049	0.044031	0.025784	0.017604	0.009487	0.114119	0.046701	0.044885	0.080169	0.109282
of	0.103083	0.034727	0.069099	0.064654	0.070682	0.036728	0.086754	0.043339	0.029677	0.018694	0.020200	0.112603	0.061888	0.089866	0.087308	0.070698
the	0.059236	0.039602	0.035681	0.106913	0.078871	0.041869	0.079179	0.042775	0.036355	0.034528	0.035518	0.121889	0.062747	0.074505	0.084150	0.066182
original	0.038426	0.017025	0.013093	0.033672	0.546357	0.052790	0.035088	0.016101	0.015517	0.006262	0.018668	0.023592	0.029368	0.071507	0.044515	0.038019
buildings	0.069478	0.007453	0.016572	0.061313	0.022154	0.534496	0.039763	0.002719	0.007570	0.006753	0.005272	0.019568	0.005410	0.009524	0.103988	0.087968
in	0.079862	0.017464	0.041919	0.064606	0.040829	0.028521	0.254577	0.045672	0.021297	0.024375	0.016538	0.062142	0.028505	0.026827	0.115964	0.130903
En	0.158632	0.010721	0.020710	0.028783	0.009054	0.005648	0.060169	0.283897	0.067759	0.037599	0.031963	0.019492	0.023786	0.009199	0.082817	0.149771
##ga	0.108587	0.003626	0.017562	0.018288	0.007689	0.007927	0.033075	0.020509	0.374886	0.121715	0.059838	0.018300	0.014767	0.010491	0.073461	0.109281
##ku	0.068953	0.003785	0.008400	0.016205	0.001958	0.004053	0.020490	0.012993	0.066635	0.556533	0.040945	0.005819	0.004664	0.001664	0.040422	0.146480
##ji	0.073305	0.002108	0.013950	0.019596	0.005065	0.003487	0.021209	0.004575	0.023113	0.042330	0.604172	0.004067	0.002653	0.007526	0.058537	0.114305
are	0.121547	0.071231	0.031169	0.058808	0.035170	0.051295	0.054107	0.018366	0.020171	0.027447	0.009440	0.166290	0.027833	0.029166	0.077299	0.200661
still	0.154609	0.034503	0.029895	0.072205	0.058433	0.019873	0.057857	0.015646	0.022299	0.007103	0.008234	0.082962	0.220879	0.065790	0.051789	0.097923
remaining	0.183114	0.023431	0.036365	0.051665	0.088372	0.091348	0.038863	0.012309	0.015495	0.008493	0.026863	0.058826	0.053600	0.125950	0.073522	0.111782
.	0.187790	0.046240	0.032181	0.048457	0.042903	0.063829	0.076032	0.038229	0.031780	0.022809	0.019672	0.069408	0.035882	0.040972	0.114347	0.129468
[SEP]	0.376693	0.010450	0.024075	0.027252	0.008490	0.040443	0.037277	0.014624	0.011773	0.008875	0.011426	0.024629	0.008988	0.019470	0.072620	0.302914
