TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.172035	0.004029	0.001258	0.004132	0.003961	0.004566	0.015762	0.007169	0.001470	0.002309	0.011071	0.001465	0.002881	0.001193	0.008489	0.758210
None	0.002347	0.037343	0.004665	0.006777	0.016278	0.014919	0.106575	0.007145	0.002029	0.001595	0.002636	0.030242	0.121558	0.064017	0.031557	0.550316
of	0.005322	0.028396	0.006245	0.020299	0.030636	0.028615	0.094202	0.006547	0.002972	0.001270	0.004042	0.011714	0.021340	0.015257	0.037570	0.685573
the	0.006699	0.038258	0.010208	0.033488	0.035684	0.039434	0.198491	0.014030	0.003906	0.001786	0.007764	0.019725	0.022130	0.014103	0.100616	0.453679
original	0.018299	0.020406	0.010945	0.028082	0.026255	0.021145	0.057291	0.013676	0.009087	0.003058	0.006761	0.012264	0.003960	0.003832	0.123639	0.641301
buildings	0.007104	0.003102	0.002239	0.005744	0.004039	0.006363	0.032784	0.011152	0.005315	0.003183	0.011054	0.001853	0.001101	0.001393	0.026584	0.876988
in	0.004731	0.013881	0.032883	0.062754	0.029407	0.109293	0.021109	0.033965	0.006028	0.004780	0.011544	0.006091	0.009101	0.004934	0.075860	0.573641
En	0.002041	0.002537	0.001620	0.002843	0.001938	0.002864	0.003580	0.002911	0.000500	0.000660	0.000962	0.002054	0.004028	0.003188	0.013516	0.954758
##ga	0.000505	0.001663	0.001702	0.001535	0.001342	0.002253	0.004922	0.004617	0.001908	0.001993	0.002023	0.002367	0.004201	0.005815	0.003327	0.959827
##ku	0.000604	0.000285	0.000812	0.001510	0.001228	0.001313	0.004355	0.005085	0.001417	0.000900	0.000689	0.000598	0.000841	0.001063	0.001588	0.977711
##ji	0.000671	0.000480	0.000285	0.000869	0.000345	0.000860	0.004100	0.005963	0.001054	0.001744	0.000933	0.001390	0.002002	0.001541	0.003724	0.974038
are	0.008144	0.015879	0.038968	0.053626	0.188610	0.096372	0.181876	0.007195	0.002602	0.002245	0.004732	0.012415	0.023500	0.015821	0.051161	0.296854
still	0.011211	0.015919	0.022097	0.029022	0.050242	0.022678	0.103315	0.017520	0.005619	0.004601	0.008952	0.031548	0.015549	0.024341	0.066919	0.570466
remaining	0.013886	0.009653	0.013850	0.023183	0.039862	0.032972	0.060659	0.016192	0.006685	0.003160	0.005127	0.010057	0.011084	0.009047	0.050551	0.694032
.	0.004009	0.140736	0.035709	0.053960	0.012209	0.021987	0.029894	0.020645	0.003654	0.003445	0.004286	0.061269	0.057180	0.029365	0.036683	0.484967
[SEP]	0.007442	0.000789	0.000944	0.001308	0.001187	0.001147	0.004187	0.004694	0.001365	0.001264	0.001789	0.000880	0.001130	0.001885	0.005051	0.964938
