TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.022450	0.045895	0.012640	0.042239	0.080027	0.133933	0.342260	0.009510	0.008510	0.008274	0.054792	0.020719	0.013126	0.060354	0.080714	0.064557
None	0.058522	0.049577	0.009684	0.025399	0.040624	0.053952	0.352247	0.005018	0.002841	0.011397	0.021965	0.026410	0.013945	0.092826	0.100715	0.134876
of	0.025250	0.023382	0.016036	0.052277	0.079372	0.172176	0.443568	0.002200	0.000617	0.005522	0.009439	0.006822	0.002093	0.060135	0.044052	0.057058
the	0.014063	0.002199	0.000958	0.008507	0.017654	0.031649	0.765067	0.002661	0.000704	0.004701	0.019938	0.001318	0.000935	0.021142	0.042231	0.066274
original	0.020712	0.000781	0.000702	0.006233	0.035646	0.028001	0.769239	0.003842	0.001626	0.003104	0.013677	0.000614	0.000398	0.006277	0.036618	0.072529
buildings	0.017884	0.000882	0.000329	0.002351	0.006737	0.010875	0.811984	0.010586	0.002611	0.009500	0.064160	0.000328	0.000210	0.002842	0.031340	0.027380
in	0.020991	0.000836	0.000270	0.003256	0.014715	0.031490	0.340127	0.008350	0.002162	0.009970	0.079496	0.001043	0.001834	0.016545	0.134800	0.334113
En	0.005666	0.000463	0.000357	0.001267	0.001001	0.002300	0.063758	0.040386	0.022478	0.052519	0.103774	0.000166	0.000411	0.000597	0.061775	0.643081
##ga	0.006666	0.001991	0.000633	0.000838	0.001161	0.002321	0.066826	0.055980	0.035288	0.070137	0.103313	0.000312	0.000715	0.001007	0.067653	0.585159
##ku	0.012236	0.000829	0.000595	0.001005	0.001092	0.002477	0.053837	0.043703	0.037042	0.048879	0.038872	0.000167	0.000398	0.000466	0.146709	0.611694
##ji	0.010058	0.000606	0.000357	0.000834	0.001445	0.002363	0.086905	0.044941	0.023807	0.041205	0.136360	0.000275	0.000752	0.001067	0.083092	0.565933
are	0.022715	0.006091	0.002212	0.009387	0.028727	0.039049	0.256574	0.000392	0.000201	0.001045	0.001967	0.007015	0.002312	0.058509	0.160418	0.403385
still	0.015191	0.001930	0.001271	0.007142	0.031416	0.023182	0.383358	0.000976	0.000349	0.001166	0.003491	0.002319	0.001187	0.027579	0.119086	0.380355
remaining	0.026479	0.007911	0.008028	0.027245	0.096889	0.193281	0.323421	0.001084	0.000831	0.002544	0.005315	0.006591	0.001038	0.041665	0.103871	0.153809
.	0.034009	0.007099	0.002182	0.001985	0.002591	0.004015	0.010524	0.003601	0.001911	0.002064	0.004863	0.003757	0.010153	0.008531	0.063866	0.838851
[SEP]	0.028479	0.017158	0.008557	0.007059	0.009609	0.009968	0.012263	0.010169	0.009020	0.006516	0.013201	0.011850	0.029738	0.013804	0.103766	0.708842
