TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.000893	0.044249	0.004198	0.008157	0.005560	0.052125	0.022352	0.002984	0.002138	0.001590	0.003532	0.005214	0.002946	0.017475	0.289357	0.537228
None	0.001538	0.008539	0.071396	0.043127	0.019926	0.118006	0.014057	0.003443	0.002360	0.001144	0.001677	0.006602	0.006616	0.017381	0.112273	0.571916
of	0.001674	0.010848	0.016954	0.055926	0.039577	0.201536	0.013297	0.003723	0.000484	0.000627	0.000843	0.002127	0.001708	0.002094	0.057962	0.590621
the	0.001247	0.002424	0.004044	0.005772	0.023422	0.040349	0.013941	0.002780	0.000297	0.001223	0.000910	0.001364	0.001749	0.003386	0.052383	0.844709
original	0.002380	0.001340	0.004131	0.008230	0.007078	0.094552	0.025440	0.002560	0.000706	0.001200	0.001655	0.001807	0.001071	0.002034	0.087583	0.758233
buildings	0.004857	0.004005	0.001962	0.003128	0.003382	0.006380	0.024768	0.002293	0.000693	0.001920	0.000935	0.005852	0.001733	0.002695	0.155902	0.779497
in	0.000649	0.000414	0.000163	0.000264	0.000407	0.000221	0.007501	0.010135	0.001158	0.003832	0.039065	0.000278	0.000263	0.000340	0.021361	0.913948
En	0.003323	0.000168	0.000073	0.000135	0.000167	0.000168	0.002486	0.011989	0.326345	0.098557	0.022992	0.000207	0.000444	0.000167	0.041080	0.491698
##ga	0.000914	0.000268	0.000100	0.000270	0.000217	0.000424	0.001017	0.002184	0.003100	0.133984	0.080366	0.000543	0.000941	0.001445	0.013900	0.760323
##ku	0.001900	0.000449	0.000106	0.000145	0.000352	0.000464	0.001949	0.004417	0.002248	0.041989	0.217036	0.000494	0.000409	0.000992	0.039171	0.687879
##ji	0.009050	0.002984	0.000568	0.000757	0.001575	0.001450	0.005928	0.002944	0.000702	0.004225	0.010734	0.009107	0.000778	0.001245	0.173310	0.774642
are	0.002134	0.006964	0.012101	0.007914	0.008397	0.025825	0.008147	0.003607	0.001633	0.002114	0.005805	0.004351	0.082889	0.241195	0.106721	0.480202
still	0.004848	0.004471	0.008590	0.010174	0.008106	0.080573	0.009587	0.009406	0.003890	0.004572	0.020852	0.009953	0.028338	0.125506	0.168415	0.502720
remaining	0.005758	0.003685	0.029578	0.011541	0.006643	0.021738	0.011849	0.014198	0.002386	0.001587	0.009434	0.001061	0.001709	0.008215	0.163121	0.707497
.	0.018986	0.006316	0.003349	0.004464	0.004283	0.009968	0.003389	0.005036	0.001051	0.001583	0.003363	0.003212	0.002064	0.005784	0.300623	0.626530
[SEP]	0.036180	0.009561	0.008712	0.009776	0.010751	0.014872	0.009212	0.013439	0.009174	0.008950	0.008928	0.008701	0.010608	0.018611	0.346911	0.475612
