TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.347499	0.009745	0.005053	0.016785	0.048110	0.058492	0.021919	0.010220	0.028387	0.021949	0.025479	0.008743	0.009958	0.020739	0.071139	0.295781
None	0.017568	0.068656	0.008022	0.018417	0.298728	0.026972	0.047916	0.007259	0.002654	0.001160	0.002470	0.045588	0.188790	0.097336	0.033673	0.134791
of	0.018025	0.102623	0.008896	0.026933	0.138184	0.026405	0.066050	0.006246	0.002575	0.004115	0.006233	0.040472	0.123682	0.111570	0.041588	0.276404
the	0.033591	0.098571	0.011298	0.032078	0.157798	0.129987	0.092470	0.012994	0.009372	0.006746	0.017561	0.031040	0.045446	0.060710	0.050111	0.210227
original	0.097325	0.059746	0.011235	0.022327	0.024315	0.130438	0.108438	0.031209	0.018706	0.006745	0.024879	0.046202	0.024599	0.017773	0.070391	0.305673
buildings	0.287393	0.009933	0.005847	0.031361	0.019154	0.104467	0.075048	0.020773	0.015529	0.019579	0.038998	0.021998	0.015082	0.024352	0.165442	0.145044
in	0.066024	0.020705	0.011371	0.027339	0.086362	0.153524	0.056853	0.039277	0.022445	0.012653	0.030910	0.023752	0.026518	0.040555	0.077746	0.303966
En	0.066062	0.007103	0.019354	0.044857	0.033772	0.069950	0.148055	0.005049	0.032547	0.022886	0.059818	0.019797	0.013828	0.052624	0.153562	0.250737
##ga	0.058159	0.009329	0.006804	0.024227	0.027519	0.073802	0.082486	0.021621	0.016662	0.033656	0.082495	0.011859	0.013364	0.010103	0.100409	0.427505
##ku	0.130854	0.007597	0.025137	0.027540	0.004137	0.025165	0.063459	0.014506	0.012602	0.002180	0.008160	0.009458	0.008355	0.005242	0.199815	0.455794
##ji	0.235378	0.009364	0.008271	0.023365	0.017224	0.085014	0.044734	0.037591	0.041706	0.012284	0.002787	0.023306	0.019941	0.009618	0.169097	0.260321
are	0.023717	0.092321	0.003407	0.018317	0.227721	0.050623	0.039163	0.009136	0.006951	0.010808	0.013723	0.028377	0.175247	0.156715	0.033180	0.110593
still	0.025775	0.211576	0.008936	0.016904	0.108096	0.054817	0.063907	0.024705	0.008940	0.006573	0.012910	0.098332	0.013918	0.055333	0.047443	0.241836
remaining	0.058524	0.071911	0.004487	0.011647	0.158253	0.103659	0.053472	0.015953	0.003706	0.007405	0.008575	0.039508	0.087515	0.027205	0.058436	0.289745
.	0.063306	0.039428	0.010430	0.027835	0.091974	0.078601	0.077975	0.012227	0.006018	0.006299	0.017832	0.092903	0.040176	0.092747	0.104107	0.238140
[SEP]	0.035942	0.008643	0.004769	0.009625	0.010489	0.017048	0.015526	0.014193	0.008100	0.003289	0.002725	0.008760	0.006523	0.010820	0.030493	0.813057
