TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.195634	0.006836	0.036390	0.032693	0.004595	0.011552	0.034169	0.006209	0.002570	0.009049	0.002823	0.026061	0.019955	0.007379	0.070051	0.534033
None	0.208255	0.320450	0.002972	0.000978	0.000025	0.000028	0.000120	0.000089	0.000013	0.000357	0.000026	0.002452	0.000598	0.000591	0.016529	0.446517
of	0.282843	0.000657	0.060243	0.003660	0.000129	0.000778	0.001145	0.000064	0.000020	0.000016	0.000022	0.000778	0.000869	0.000506	0.008751	0.639518
the	0.361019	0.003701	0.021888	0.062627	0.000920	0.000992	0.004870	0.000157	0.000092	0.000068	0.000075	0.002012	0.000217	0.000370	0.020237	0.520755
original	0.258969	0.001703	0.023710	0.024981	0.413645	0.001109	0.002541	0.000056	0.000021	0.000017	0.000084	0.000880	0.000654	0.002085	0.015636	0.253906
buildings	0.221367	0.000644	0.046670	0.016999	0.003306	0.440021	0.007072	0.000045	0.000024	0.000033	0.000105	0.001064	0.001492	0.002476	0.010348	0.248335
in	0.358566	0.003684	0.050605	0.080491	0.005218	0.004117	0.163429	0.000208	0.000028	0.000041	0.000013	0.000583	0.000144	0.000084	0.007199	0.325590
En	0.158998	0.000370	0.004567	0.005499	0.000063	0.000049	0.000729	0.700210	0.000010	0.000016	0.000004	0.000012	0.000001	0.000001	0.002931	0.126540
##ga	0.362946	0.006794	0.020077	0.024757	0.002041	0.001376	0.004365	0.000267	0.291287	0.000434	0.000385	0.000981	0.000017	0.000127	0.030696	0.253449
##ku	0.306651	0.036006	0.015130	0.044116	0.001870	0.000436	0.009300	0.000416	0.000345	0.363471	0.001492	0.000532	0.000022	0.000018	0.009091	0.211104
##ji	0.452371	0.006810	0.005625	0.018216	0.001849	0.000697	0.001983	0.000041	0.000361	0.001162	0.370401	0.000029	0.000010	0.000048	0.020227	0.120169
are	0.201926	0.018276	0.026261	0.052363	0.005637	0.011268	0.024972	0.000300	0.000878	0.000399	0.000034	0.407890	0.000365	0.000751	0.010842	0.237836
still	0.172915	0.026713	0.046145	0.018021	0.032625	0.008557	0.047324	0.000062	0.000043	0.000041	0.000039	0.003227	0.445230	0.023882	0.004804	0.170374
remaining	0.112090	0.026434	0.034166	0.022913	0.189928	0.026271	0.030565	0.000042	0.000262	0.000098	0.000105	0.038218	0.058614	0.368443	0.005850	0.086000
.	0.197912	0.028960	0.024999	0.118909	0.021586	0.013391	0.152227	0.007994	0.007367	0.005995	0.003191	0.068541	0.004905	0.002473	0.040286	0.301262
[SEP]	0.231051	0.017024	0.076860	0.038297	0.022348	0.014922	0.034186	0.031413	0.005145	0.016630	0.003469	0.029081	0.019749	0.013540	0.039922	0.406361
