TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.055182	0.026133	0.075041	0.043192	0.037356	0.034573	0.109171	0.137462	0.073111	0.096774	0.067720	0.039799	0.050178	0.056798	0.040932	0.056577
None	0.061945	0.053498	0.044196	0.052585	0.044720	0.089649	0.072294	0.002210	0.001335	0.001735	0.005301	0.072650	0.076660	0.054678	0.042552	0.323991
of	0.062741	0.055142	0.043846	0.062761	0.016988	0.108948	0.087430	0.002372	0.003951	0.003567	0.008278	0.028171	0.029308	0.027080	0.041026	0.418391
the	0.047765	0.084233	0.068600	0.060156	0.020417	0.073784	0.229301	0.008510	0.005747	0.011468	0.015576	0.028881	0.022113	0.026528	0.081222	0.215698
original	0.041062	0.080182	0.031305	0.026169	0.014103	0.019247	0.085229	0.020694	0.005737	0.020941	0.045549	0.077629	0.042434	0.040636	0.120574	0.328508
buildings	0.069074	0.028482	0.133591	0.092017	0.020171	0.086227	0.273191	0.021520	0.006337	0.004653	0.009681	0.009563	0.013930	0.043625	0.064193	0.123746
in	0.026219	0.027579	0.029104	0.043093	0.020452	0.063319	0.576378	0.009351	0.004751	0.015117	0.032596	0.002720	0.007420	0.013373	0.041290	0.087237
En	0.038469	0.008114	0.005619	0.013438	0.017398	0.063469	0.108063	0.014199	0.024273	0.031004	0.057599	0.006865	0.009580	0.008912	0.246263	0.346735
##ga	0.012104	0.006482	0.016044	0.049656	0.073112	0.165622	0.144423	0.021878	0.006298	0.013208	0.028505	0.013344	0.018681	0.019874	0.068852	0.341917
##ku	0.021701	0.002511	0.003776	0.019394	0.049512	0.279084	0.128639	0.032913	0.010857	0.002849	0.016408	0.009393	0.007858	0.008879	0.185035	0.221192
##ji	0.047851	0.007361	0.006726	0.019965	0.037719	0.097428	0.281191	0.011693	0.014034	0.006236	0.006059	0.006195	0.006809	0.012449	0.196462	0.241821
are	0.113277	0.060927	0.040681	0.043252	0.048314	0.054136	0.151881	0.013508	0.011559	0.049730	0.066849	0.035888	0.020221	0.014294	0.064425	0.211058
still	0.108426	0.162228	0.046694	0.027710	0.031833	0.014209	0.048727	0.016698	0.011751	0.037826	0.032316	0.048312	0.006849	0.016995	0.066100	0.323326
remaining	0.090789	0.072058	0.046172	0.056686	0.053370	0.036753	0.102206	0.020588	0.015218	0.028026	0.023906	0.049272	0.017668	0.018487	0.080408	0.288391
.	0.077073	0.079210	0.044811	0.060397	0.101543	0.044388	0.047549	0.019676	0.021557	0.029646	0.025094	0.070147	0.073574	0.056807	0.080125	0.168401
[SEP]	0.253598	0.056311	0.025859	0.036222	0.044491	0.056847	0.025333	0.094370	0.074526	0.040857	0.060804	0.041265	0.025353	0.030804	0.048565	0.084795
