TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.018022	0.002714	0.000242	0.001172	0.013056	0.042592	0.016804	0.000339	0.000294	0.000354	0.000989	0.001988	0.002819	0.012068	0.004196	0.882350
None	0.000917	0.006065	0.007104	0.012244	0.059625	0.023101	0.002120	0.000395	0.000457	0.000072	0.000382	0.009537	0.245869	0.273550	0.003224	0.355338
of	0.000475	0.020891	0.005455	0.010679	0.119121	0.088800	0.003503	0.000099	0.000128	0.000064	0.000318	0.017694	0.154106	0.402917	0.002559	0.173190
the	0.001214	0.044272	0.008189	0.012301	0.171549	0.285944	0.019218	0.000290	0.000161	0.000148	0.000606	0.009998	0.075579	0.203871	0.007059	0.159601
original	0.001659	0.008724	0.001173	0.003959	0.050603	0.355429	0.018544	0.001004	0.000409	0.000132	0.001973	0.001344	0.006173	0.022166	0.004376	0.522332
buildings	0.001274	0.012568	0.003856	0.004515	0.041904	0.077319	0.013840	0.006659	0.001699	0.002579	0.007636	0.007358	0.011260	0.083460	0.012938	0.711135
in	0.002317	0.008258	0.000577	0.004919	0.070693	0.081610	0.075078	0.002686	0.000702	0.001141	0.001286	0.006466	0.059108	0.041916	0.010084	0.633158
En	0.003127	0.003681	0.000778	0.004893	0.004551	0.044978	0.045966	0.048037	0.022901	0.166325	0.102280	0.002803	0.015972	0.011544	0.008284	0.513880
##ga	0.002659	0.002451	0.000893	0.001777	0.002499	0.016139	0.014810	0.119714	0.005719	0.171489	0.082810	0.002454	0.003691	0.003974	0.010780	0.558138
##ku	0.001769	0.002686	0.001466	0.003887	0.001682	0.019349	0.008387	0.056992	0.005057	0.011023	0.073938	0.001241	0.003233	0.003795	0.007637	0.797859
##ji	0.003680	0.002009	0.000645	0.001454	0.003040	0.028112	0.040808	0.150580	0.003721	0.016135	0.011060	0.001634	0.006736	0.007506	0.008371	0.714511
are	0.003444	0.052645	0.008315	0.015026	0.031555	0.030337	0.007564	0.005438	0.003906	0.002565	0.005553	0.013678	0.326436	0.180736	0.009591	0.303211
still	0.001955	0.024070	0.004609	0.006688	0.012740	0.005619	0.006259	0.015807	0.002933	0.000838	0.004761	0.006123	0.023826	0.018326	0.013502	0.851944
remaining	0.003118	0.026321	0.008146	0.013411	0.050536	0.062777	0.049293	0.021644	0.006117	0.000835	0.002678	0.003541	0.028777	0.034127	0.014350	0.674329
.	0.002235	0.011224	0.001670	0.003303	0.009913	0.007868	0.005568	0.000584	0.000538	0.000253	0.001040	0.005793	0.012170	0.014370	0.012141	0.911331
[SEP]	0.002853	0.001386	0.001172	0.001563	0.002207	0.004430	0.002165	0.003840	0.002644	0.000712	0.003558	0.001302	0.000778	0.001841	0.006548	0.962999
