TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.012087	0.025105	0.008485	0.037735	0.032140	0.076522	0.055857	0.071452	0.008731	0.032088	0.039599	0.130649	0.036517	0.065185	0.125112	0.242738
None	0.035553	0.060060	0.022095	0.050114	0.018889	0.018257	0.002768	0.000502	0.000094	0.000073	0.000949	0.054791	0.070747	0.010694	0.043387	0.611027
of	0.038336	0.029018	0.066609	0.069789	0.017670	0.012505	0.005769	0.000208	0.000040	0.000013	0.000126	0.050427	0.013327	0.008677	0.025461	0.662025
the	0.074081	0.016641	0.036589	0.182351	0.038233	0.060509	0.014580	0.000405	0.000091	0.000024	0.000710	0.070795	0.056523	0.032037	0.023639	0.392792
original	0.074034	0.013680	0.012664	0.054012	0.107734	0.028529	0.011956	0.001325	0.000328	0.000092	0.000777	0.043027	0.097547	0.047126	0.039128	0.468041
buildings	0.063239	0.003285	0.003741	0.030452	0.012013	0.013241	0.011240	0.000300	0.000335	0.000062	0.001030	0.021166	0.032429	0.021164	0.024274	0.762029
in	0.154287	0.001972	0.006132	0.033317	0.030742	0.043319	0.078128	0.002242	0.000407	0.000251	0.010444	0.027586	0.015170	0.009732	0.044189	0.542083
En	0.033930	0.000229	0.000459	0.001136	0.000609	0.000571	0.004429	0.036942	0.015950	0.007052	0.016009	0.003070	0.001461	0.000419	0.014084	0.863651
##ga	0.012922	0.000123	0.000237	0.000817	0.000111	0.001693	0.001591	0.009829	0.014999	0.012246	0.017115	0.001701	0.001248	0.000246	0.012928	0.912192
##ku	0.020145	0.000060	0.000079	0.000271	0.000068	0.000130	0.001187	0.009100	0.022919	0.022808	0.030935	0.001423	0.001316	0.000135	0.009609	0.879816
##ji	0.041084	0.000148	0.000086	0.000459	0.000234	0.000728	0.002388	0.007340	0.007499	0.009607	0.049404	0.004745	0.001874	0.000355	0.014924	0.859126
are	0.114173	0.008319	0.002309	0.013462	0.004903	0.003047	0.008594	0.000756	0.000699	0.000661	0.003321	0.047712	0.022219	0.008166	0.075149	0.686510
still	0.067126	0.009131	0.001826	0.008604	0.012757	0.003548	0.005467	0.000820	0.000827	0.000903	0.002384	0.028124	0.049477	0.021590	0.079252	0.708165
remaining	0.059038	0.004115	0.000714	0.006165	0.008133	0.003401	0.004650	0.000526	0.000653	0.000630	0.002422	0.016584	0.044263	0.022982	0.042168	0.783558
.	0.092398	0.025477	0.006378	0.018419	0.004153	0.003469	0.019641	0.006539	0.005177	0.003811	0.006488	0.044771	0.053671	0.031496	0.120326	0.557786
[SEP]	0.018903	0.005310	0.003657	0.002691	0.004832	0.004914	0.008351	0.003867	0.004233	0.006097	0.005126	0.004329	0.004591	0.006382	0.004102	0.912614
