TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.011579	0.053855	0.009102	0.025555	0.177908	0.009954	0.011461	0.077708	0.003384	0.005822	0.008168	0.003345	0.007655	0.006050	0.014847	0.573606
None	0.001521	0.093016	0.042835	0.107105	0.062644	0.041392	0.010969	0.001308	0.000098	0.000389	0.000810	0.000592	0.001877	0.002324	0.002894	0.630227
of	0.000684	0.067486	0.026043	0.239878	0.338678	0.016014	0.005887	0.002018	0.000267	0.000714	0.000244	0.000203	0.000893	0.000801	0.001638	0.298552
the	0.001388	0.083324	0.015103	0.084767	0.361484	0.024908	0.010392	0.005741	0.000909	0.001542	0.002838	0.000556	0.001776	0.001413	0.001129	0.402728
original	0.002843	0.014578	0.002305	0.029723	0.016831	0.058418	0.012030	0.001778	0.001421	0.002627	0.002829	0.002855	0.000686	0.003840	0.001985	0.845253
buildings	0.005238	0.004645	0.000679	0.003466	0.010209	0.005295	0.024363	0.007846	0.001057	0.003566	0.011705	0.000245	0.000175	0.000805	0.002120	0.918587
in	0.002872	0.007126	0.000331	0.001403	0.004018	0.001340	0.008748	0.009256	0.012680	0.017457	0.004903	0.002136	0.001493	0.001098	0.001919	0.923220
En	0.003023	0.001221	0.001481	0.003767	0.002904	0.003539	0.024259	0.035861	0.314556	0.013200	0.003998	0.008298	0.004511	0.012253	0.013747	0.553383
##ga	0.000406	0.001041	0.000272	0.000930	0.000391	0.000448	0.001591	0.006580	0.001756	0.880965	0.068081	0.003359	0.002653	0.003890	0.000349	0.027289
##ku	0.001254	0.000128	0.000077	0.000425	0.000700	0.001919	0.001183	0.014881	0.000791	0.024099	0.650539	0.002019	0.005054	0.008239	0.002372	0.286319
##ji	0.003883	0.005161	0.000591	0.000956	0.000856	0.002496	0.001558	0.004169	0.000043	0.003062	0.036950	0.003216	0.001446	0.004173	0.007451	0.923991
are	0.003702	0.015002	0.001370	0.008830	0.003006	0.008346	0.006426	0.001758	0.001349	0.017228	0.017797	0.019801	0.077785	0.183180	0.051670	0.582752
still	0.002205	0.015755	0.001024	0.003020	0.000566	0.007823	0.001414	0.000662	0.001973	0.005737	0.045809	0.023339	0.054725	0.209310	0.029068	0.597570
remaining	0.008160	0.006115	0.000670	0.000445	0.000509	0.004900	0.001374	0.001260	0.000181	0.003169	0.046059	0.005049	0.002528	0.033340	0.031324	0.854916
.	0.002893	0.007859	0.007656	0.010031	0.035346	0.003931	0.001458	0.001626	0.000131	0.000480	0.003378	0.001607	0.006411	0.016888	0.020979	0.879324
[SEP]	0.013199	0.004606	0.002598	0.004730	0.007798	0.010241	0.011374	0.007165	0.005183	0.004317	0.006000	0.002412	0.003314	0.006386	0.012813	0.897864
