TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.006207	0.014576	0.002706	0.002390	0.004640	0.004702	0.004953	0.001576	0.000919	0.001202	0.001626	0.008380	0.012644	0.026927	0.005775	0.900777
None	0.005018	0.006481	0.001649	0.001132	0.000787	0.000671	0.000745	0.001658	0.005544	0.000373	0.000833	0.008821	0.009793	0.033227	0.015634	0.907635
of	0.025458	0.007064	0.001024	0.006271	0.006208	0.001961	0.002537	0.001430	0.001740	0.004140	0.000480	0.021274	0.007971	0.039886	0.059556	0.813001
the	0.034436	0.109072	0.026569	0.019537	0.020469	0.008140	0.010661	0.003177	0.004012	0.003255	0.004689	0.066575	0.063463	0.049292	0.053490	0.523163
original	0.019604	0.313929	0.061294	0.059762	0.049197	0.014574	0.004850	0.000657	0.002100	0.001354	0.003061	0.023764	0.039770	0.207782	0.063929	0.134375
buildings	0.014708	0.119298	0.166338	0.080467	0.159530	0.026832	0.009129	0.000621	0.000220	0.002247	0.004144	0.159167	0.023517	0.058500	0.045310	0.129970
in	0.044460	0.073552	0.029449	0.090352	0.126345	0.212253	0.025238	0.005476	0.004914	0.002008	0.001697	0.032862	0.023911	0.081028	0.058253	0.188201
En	0.005929	0.000693	0.000299	0.002272	0.001034	0.025149	0.042145	0.006158	0.003052	0.002445	0.003313	0.002865	0.001151	0.001094	0.009757	0.892643
##ga	0.002403	0.000361	0.000126	0.001320	0.001243	0.002296	0.003049	0.025164	0.002338	0.000978	0.000350	0.000657	0.000457	0.001051	0.001805	0.956401
##ku	0.013038	0.000883	0.000459	0.003174	0.001594	0.003570	0.012446	0.014208	0.076616	0.003406	0.013445	0.000541	0.000471	0.000182	0.009177	0.846789
##ji	0.042429	0.002481	0.000858	0.019543	0.004555	0.039305	0.020979	0.024842	0.099053	0.022774	0.021915	0.010421	0.002914	0.001742	0.038560	0.647630
are	0.011714	0.741800	0.065655	0.023701	0.007865	0.003071	0.002327	0.000409	0.000213	0.000408	0.002357	0.005461	0.007395	0.001861	0.017869	0.107893
still	0.034532	0.225625	0.009315	0.031102	0.000777	0.007108	0.003218	0.005585	0.001111	0.003246	0.003348	0.254246	0.030958	0.016034	0.093573	0.280221
remaining	0.035886	0.251844	0.009915	0.014944	0.001651	0.000725	0.000448	0.002769	0.000947	0.001377	0.003077	0.127908	0.302163	0.029367	0.064914	0.152065
.	0.016093	0.065878	0.005397	0.003610	0.001471	0.005269	0.005108	0.003661	0.001819	0.002505	0.007828	0.044147	0.045618	0.025946	0.018898	0.746753
[SEP]	0.002152	0.002115	0.001422	0.001055	0.001261	0.002228	0.002370	0.007323	0.001146	0.001781	0.001287	0.002352	0.000243	0.001089	0.001637	0.970539
