TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.009146	0.060677	0.004516	0.002038	0.006483	0.022385	0.002678	0.005424	0.012810	0.004187	0.006431	0.004606	0.015020	0.030734	0.041378	0.771487
None	0.000979	0.003745	0.000228	0.000166	0.000116	0.002030	0.000181	0.000822	0.000604	0.000919	0.000546	0.012620	0.004176	0.019916	0.004438	0.948514
of	0.004184	0.035302	0.003401	0.002276	0.003392	0.008862	0.001202	0.001216	0.000578	0.001019	0.002445	0.020497	0.005079	0.038159	0.021599	0.850790
the	0.004021	0.025688	0.010839	0.004278	0.007530	0.010313	0.001730	0.002306	0.000711	0.001431	0.002854	0.036759	0.009195	0.073232	0.012003	0.797109
original	0.006006	0.027303	0.025031	0.012122	0.020857	0.012481	0.004930	0.001112	0.000898	0.000185	0.001143	0.015309	0.001285	0.015027	0.013613	0.842698
buildings	0.007481	0.012539	0.010979	0.007543	0.015143	0.007553	0.006597	0.002477	0.000205	0.000567	0.002259	0.014005	0.003390	0.030793	0.016926	0.861543
in	0.009712	0.016341	0.009458	0.057707	0.198370	0.219117	0.016699	0.003078	0.000796	0.000356	0.002690	0.002680	0.008372	0.108427	0.012548	0.333651
En	0.001719	0.002059	0.002945	0.001748	0.003128	0.017335	0.011774	0.005292	0.009183	0.003036	0.022160	0.002412	0.000481	0.001136	0.001302	0.914292
##ga	0.002244	0.001882	0.001240	0.000676	0.001047	0.003018	0.001955	0.062029	0.002716	0.001215	0.000800	0.002410	0.005083	0.004300	0.004920	0.904464
##ku	0.004746	0.000320	0.000202	0.000195	0.000681	0.003419	0.004609	0.021652	0.003696	0.003860	0.016409	0.001581	0.000655	0.000556	0.003189	0.934230
##ji	0.001867	0.001474	0.000690	0.000368	0.000454	0.001104	0.010417	0.006875	0.000225	0.002222	0.002619	0.001873	0.001612	0.000566	0.001212	0.966421
are	0.041501	0.053372	0.001134	0.001314	0.001306	0.001300	0.000357	0.002615	0.001177	0.002230	0.001037	0.013079	0.029533	0.008521	0.091850	0.749673
still	0.009729	0.043434	0.000722	0.001736	0.000865	0.004453	0.000261	0.003550	0.000539	0.001564	0.000619	0.031135	0.027273	0.018368	0.041132	0.814620
remaining	0.013506	0.070905	0.003025	0.004211	0.003239	0.003420	0.000191	0.004348	0.002915	0.002414	0.000528	0.042005	0.055882	0.052262	0.079220	0.661929
.	0.003024	0.004164	0.000396	0.000132	0.000239	0.003465	0.001057	0.003860	0.001416	0.002192	0.005070	0.004969	0.000938	0.003721	0.006450	0.958908
[SEP]	0.003021	0.001029	0.001258	0.001562	0.002296	0.006182	0.003278	0.003668	0.001291	0.001591	0.002980	0.004093	0.001077	0.002798	0.002400	0.961476
