TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.092707	0.012139	0.004068	0.007011	0.012376	0.032693	0.008757	0.009474	0.006052	0.039674	0.032049	0.006490	0.003244	0.027009	0.024984	0.681272
None	0.041145	0.014887	0.016398	0.019385	0.006278	0.004563	0.002750	0.004632	0.000986	0.007586	0.021154	0.024205	0.004781	0.027545	0.070233	0.733473
of	0.060698	0.029152	0.010677	0.009606	0.008215	0.003638	0.003790	0.005538	0.002171	0.007791	0.028545	0.016345	0.007271	0.033035	0.040314	0.733214
the	0.080437	0.137607	0.071333	0.030479	0.031768	0.011701	0.017564	0.016945	0.008142	0.019697	0.095233	0.027842	0.011711	0.045004	0.056816	0.337719
original	0.142752	0.101981	0.037875	0.036593	0.010520	0.016684	0.022354	0.007096	0.009179	0.015315	0.062897	0.022645	0.006794	0.015129	0.073271	0.418914
buildings	0.077070	0.120732	0.042490	0.028210	0.048449	0.028157	0.084969	0.037385	0.039740	0.031979	0.137627	0.058916	0.032034	0.085012	0.058510	0.088721
in	0.061664	0.189152	0.058338	0.065084	0.041463	0.038849	0.059905	0.028732	0.042396	0.020717	0.116557	0.039452	0.031293	0.044062	0.055971	0.106366
En	0.035359	0.032000	0.011151	0.032931	0.013371	0.112692	0.517590	0.014059	0.023672	0.018977	0.037187	0.029985	0.009047	0.024407	0.038320	0.049253
##ga	0.140406	0.027581	0.011286	0.021252	0.006662	0.012354	0.180269	0.014420	0.007527	0.019392	0.030100	0.016020	0.005412	0.007048	0.047297	0.452974
##ku	0.218797	0.016083	0.010885	0.017747	0.005944	0.027620	0.263206	0.016689	0.033294	0.010960	0.041455	0.018862	0.007240	0.010542	0.053243	0.247432
##ji	0.041818	0.009558	0.009746	0.014587	0.010163	0.040412	0.644996	0.031379	0.083562	0.026777	0.018640	0.016437	0.004486	0.008935	0.014636	0.023869
are	0.051059	0.129860	0.045691	0.087518	0.031254	0.051652	0.160913	0.019902	0.042990	0.019363	0.107666	0.018919	0.029740	0.020119	0.079448	0.103906
still	0.064704	0.071390	0.022543	0.025077	0.008516	0.020438	0.077193	0.012369	0.028443	0.014424	0.047529	0.078727	0.013739	0.013234	0.161925	0.339749
remaining	0.050463	0.062249	0.028701	0.028367	0.014791	0.051221	0.039750	0.020433	0.017874	0.023662	0.083067	0.191154	0.043903	0.017503	0.076560	0.250301
.	0.100508	0.033408	0.010951	0.021085	0.008353	0.015772	0.040841	0.025058	0.009810	0.020066	0.027647	0.054559	0.020878	0.032067	0.075549	0.503447
[SEP]	0.056750	0.001543	0.000916	0.001919	0.000321	0.001867	0.002649	0.000700	0.001131	0.000829	0.000340	0.000724	0.000149	0.000255	0.011447	0.918461
