TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.001419	0.002300	0.000258	0.000488	0.001205	0.001218	0.001400	0.000621	0.000398	0.001494	0.000995	0.007438	0.001269	0.001280	0.348491	0.629727
None	0.001231	0.003764	0.000361	0.000965	0.002596	0.002203	0.002013	0.000654	0.000251	0.000613	0.003960	0.002099	0.000876	0.000905	0.365635	0.611873
of	0.002192	0.002444	0.001936	0.001932	0.005695	0.001576	0.001268	0.000744	0.000235	0.000318	0.000911	0.001371	0.000507	0.001194	0.374515	0.603161
the	0.002187	0.002324	0.001058	0.004279	0.005374	0.001989	0.001890	0.001525	0.000321	0.000720	0.002255	0.000676	0.000317	0.000858	0.367702	0.606526
original	0.003283	0.003137	0.001542	0.004304	0.022402	0.007105	0.002731	0.001279	0.000201	0.000665	0.003497	0.001156	0.001233	0.003465	0.361232	0.582769
buildings	0.001901	0.001823	0.000580	0.001817	0.005736	0.007188	0.002133	0.000383	0.000143	0.000422	0.000608	0.001496	0.000574	0.000803	0.363293	0.611099
in	0.001402	0.001000	0.000464	0.001235	0.007016	0.000931	0.033047	0.003660	0.000851	0.001528	0.002477	0.000927	0.000509	0.000545	0.362346	0.582062
En	0.003609	0.001994	0.000757	0.001683	0.002366	0.000549	0.009806	0.060623	0.001676	0.005044	0.006940	0.000649	0.000443	0.000716	0.375553	0.527593
##ga	0.003340	0.001019	0.000537	0.001506	0.001656	0.000386	0.001690	0.007552	0.011209	0.011744	0.007345	0.000490	0.000233	0.000380	0.376447	0.574465
##ku	0.006771	0.002355	0.000573	0.002425	0.001829	0.001125	0.004896	0.010779	0.008315	0.048184	0.009759	0.001841	0.000523	0.000677	0.384006	0.515942
##ji	0.002828	0.004383	0.000623	0.001660	0.002664	0.001444	0.004449	0.006092	0.001550	0.003572	0.027759	0.001425	0.001093	0.001781	0.367056	0.571623
are	0.001336	0.001111	0.000114	0.000498	0.000929	0.001185	0.001094	0.001506	0.000339	0.001597	0.004070	0.001647	0.000468	0.000483	0.369266	0.614357
still	0.001259	0.001131	0.000088	0.000408	0.000927	0.000997	0.001662	0.000749	0.000155	0.000576	0.001995	0.000819	0.001405	0.001491	0.384474	0.601867
remaining	0.000892	0.001058	0.000103	0.000580	0.001178	0.001015	0.000727	0.000413	0.000121	0.000449	0.001168	0.000747	0.000709	0.001566	0.370139	0.619134
.	0.002084	0.002113	0.000197	0.000491	0.000776	0.000969	0.000832	0.001313	0.000910	0.002811	0.001872	0.000605	0.000462	0.000460	0.396511	0.587594
[SEP]	0.002366	0.002636	0.000270	0.000623	0.001041	0.001241	0.001018	0.001489	0.001002	0.003224	0.002312	0.000771	0.000576	0.000552	0.395819	0.585061
