TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.072730	0.041681	0.007770	0.028060	0.027018	0.027761	0.028377	0.000353	0.000577	0.000467	0.000279	0.054609	0.080986	0.052260	0.039961	0.537111
None	0.053899	0.034937	0.004528	0.015867	0.008501	0.003620	0.009295	0.000291	0.000409	0.000792	0.000277	0.245886	0.144638	0.195655	0.103209	0.178197
of	0.043908	0.049157	0.015362	0.030886	0.014911	0.009138	0.007255	0.000651	0.000335	0.000739	0.000241	0.363506	0.116657	0.220042	0.060613	0.066600
the	0.051996	0.048185	0.013455	0.030527	0.051628	0.033916	0.031040	0.002070	0.000971	0.002664	0.001582	0.231861	0.140336	0.071254	0.074448	0.214066
original	0.020133	0.037904	0.006813	0.036335	0.102151	0.031680	0.020206	0.000920	0.000559	0.001991	0.001442	0.110540	0.166632	0.089479	0.039634	0.333582
buildings	0.038413	0.067235	0.006337	0.036910	0.113226	0.143398	0.020142	0.001040	0.000897	0.002323	0.001222	0.117907	0.075912	0.052951	0.034411	0.287675
in	0.019902	0.023464	0.005340	0.029142	0.114104	0.239218	0.027160	0.003287	0.000905	0.003198	0.005393	0.069515	0.071647	0.027635	0.043769	0.316321
En	0.004321	0.003861	0.001591	0.005258	0.028596	0.169736	0.110294	0.039777	0.015642	0.027043	0.118489	0.001806	0.008323	0.006593	0.020809	0.437861
##ga	0.004048	0.003215	0.001405	0.005172	0.010621	0.049305	0.023265	0.025831	0.019992	0.031228	0.123179	0.001751	0.004682	0.002752	0.014013	0.679540
##ku	0.004594	0.001035	0.000431	0.001700	0.007528	0.026670	0.012600	0.011695	0.011033	0.006055	0.023927	0.000262	0.001201	0.000557	0.006176	0.884537
##ji	0.004817	0.004096	0.001457	0.005958	0.022913	0.036155	0.010011	0.005665	0.001689	0.004487	0.017270	0.002750	0.003970	0.001532	0.008033	0.869196
are	0.095429	0.107931	0.016750	0.017837	0.015136	0.009523	0.017023	0.001498	0.000839	0.001989	0.002114	0.048841	0.024254	0.034345	0.063360	0.543131
still	0.019959	0.014583	0.001468	0.004152	0.001223	0.003094	0.002215	0.000273	0.000340	0.000922	0.001023	0.004350	0.005164	0.009696	0.014156	0.917381
remaining	0.042483	0.008292	0.002158	0.002676	0.002170	0.002897	0.000794	0.000236	0.000346	0.000369	0.000373	0.003486	0.003932	0.007285	0.012597	0.909906
.	0.089484	0.129835	0.030632	0.057176	0.021885	0.015900	0.029637	0.000294	0.000571	0.000311	0.000290	0.083494	0.036251	0.034927	0.059875	0.409440
[SEP]	0.009924	0.001415	0.000831	0.000773	0.000594	0.001743	0.001502	0.006538	0.004530	0.004769	0.007680	0.001251	0.000566	0.000657	0.003863	0.953364
