TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.054554	0.012132	0.003148	0.010533	0.027073	0.046845	0.048572	0.000451	0.001692	0.004026	0.003012	0.014795	0.006461	0.010750	0.044799	0.711157
None	0.003598	0.032634	0.008953	0.015321	0.014991	0.004792	0.005654	0.000991	0.002757	0.001188	0.001055	0.204564	0.025125	0.175174	0.014209	0.488996
of	0.005269	0.401046	0.008028	0.009600	0.037372	0.005703	0.005281	0.000531	0.009040	0.000653	0.000203	0.229811	0.112937	0.110165	0.013397	0.050964
the	0.006341	0.115492	0.017902	0.009752	0.160106	0.029364	0.028110	0.001332	0.009252	0.001739	0.001082	0.121069	0.089296	0.231068	0.016423	0.161672
original	0.011331	0.058021	0.004508	0.018135	0.025369	0.082592	0.042977	0.005648	0.023976	0.006024	0.004736	0.009704	0.013263	0.054789	0.030236	0.608692
buildings	0.023279	0.005251	0.002169	0.011689	0.385335	0.060717	0.049817	0.003753	0.016374	0.001691	0.003743	0.036910	0.019192	0.036658	0.050465	0.292955
in	0.015402	0.007233	0.006127	0.048873	0.113210	0.496467	0.101160	0.003810	0.017446	0.007089	0.019209	0.023892	0.014328	0.029613	0.022743	0.073400
En	0.007982	0.001686	0.000912	0.001779	0.001067	0.002868	0.008410	0.000152	0.006497	0.003745	0.001611	0.001562	0.000787	0.000569	0.040072	0.920301
##ga	0.008684	0.000328	0.000244	0.000618	0.001167	0.000998	0.004521	0.002150	0.000387	0.002384	0.001046	0.000428	0.000487	0.000926	0.027261	0.948370
##ku	0.018734	0.003899	0.002121	0.002887	0.002506	0.008075	0.016416	0.003285	0.006547	0.004716	0.012069	0.001538	0.001884	0.000882	0.026371	0.888068
##ji	0.019012	0.001564	0.000706	0.001782	0.005168	0.003883	0.007531	0.000500	0.000751	0.001844	0.002164	0.000937	0.000809	0.000335	0.019868	0.933146
are	0.004653	0.081910	0.028726	0.017598	0.030886	0.011101	0.018466	0.004257	0.013275	0.010351	0.004054	0.022435	0.070137	0.340895	0.013962	0.327293
still	0.020873	0.021390	0.002539	0.012402	0.018845	0.002629	0.022678	0.001429	0.005775	0.002883	0.002257	0.015171	0.022714	0.037431	0.059618	0.751367
remaining	0.014721	0.020888	0.001868	0.005151	0.010694	0.002355	0.018646	0.005318	0.009740	0.003285	0.001056	0.019755	0.009841	0.011807	0.043970	0.820906
.	0.011510	0.021404	0.011224	0.010637	0.020066	0.023206	0.018362	0.000802	0.001368	0.003608	0.001979	0.057371	0.020711	0.052342	0.028025	0.717385
[SEP]	0.001457	0.001369	0.000501	0.000349	0.001211	0.001202	0.000732	0.000173	0.000538	0.000319	0.000277	0.001187	0.000646	0.002091	0.002897	0.985051
