TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.551690	0.022773	0.011026	0.018168	0.021103	0.006959	0.005987	0.040281	0.007542	0.004050	0.006122	0.003401	0.001869	0.005642	0.025168	0.268220
None	0.055145	0.035709	0.022396	0.006997	0.050579	0.047620	0.063640	0.049357	0.093246	0.116133	0.083086	0.067819	0.051612	0.097989	0.031853	0.126819
of	0.070438	0.052470	0.049637	0.020139	0.054923	0.034100	0.117198	0.022003	0.087274	0.044302	0.063815	0.078728	0.109557	0.072595	0.051316	0.071505
the	0.045399	0.101820	0.050336	0.030913	0.073663	0.037146	0.067229	0.023038	0.075735	0.029536	0.059601	0.052260	0.133755	0.058941	0.081979	0.078649
original	0.094440	0.070872	0.077629	0.024369	0.027444	0.050793	0.041580	0.101160	0.067114	0.028487	0.067864	0.077690	0.028096	0.041665	0.106405	0.094392
buildings	0.218031	0.070305	0.025435	0.021007	0.103364	0.090751	0.032580	0.074994	0.051666	0.036151	0.061041	0.019616	0.013749	0.029061	0.051940	0.100309
in	0.061580	0.077050	0.052235	0.021668	0.058961	0.049240	0.086700	0.026734	0.115097	0.045102	0.073704	0.058305	0.072490	0.059920	0.046017	0.095198
En	0.044881	0.105833	0.045310	0.050264	0.106732	0.086846	0.039610	0.027207	0.053425	0.075814	0.119514	0.036589	0.082242	0.055800	0.053494	0.016440
##ga	0.128625	0.096059	0.032739	0.039271	0.058619	0.042119	0.017750	0.030203	0.075416	0.096790	0.141201	0.013107	0.060256	0.055459	0.102214	0.010171
##ku	0.033810	0.075468	0.042745	0.009406	0.032870	0.040603	0.034051	0.048928	0.136065	0.134270	0.216410	0.021820	0.094942	0.034499	0.025249	0.018862
##ji	0.014635	0.038003	0.010358	0.007495	0.033852	0.017143	0.018929	0.087190	0.078310	0.457827	0.123666	0.012827	0.051117	0.028654	0.007995	0.011998
are	0.050649	0.072446	0.044044	0.024433	0.035070	0.029279	0.059752	0.017040	0.074130	0.035968	0.082621	0.187156	0.076883	0.085356	0.032489	0.092682
still	0.119601	0.072680	0.019290	0.008788	0.086574	0.076392	0.052793	0.043006	0.076612	0.035603	0.058201	0.034983	0.042174	0.147593	0.043290	0.082421
remaining	0.453201	0.054742	0.020809	0.020941	0.069974	0.042034	0.035047	0.018353	0.051005	0.027361	0.045262	0.027089	0.028030	0.025599	0.025525	0.055028
.	0.077253	0.057401	0.036067	0.025733	0.098273	0.031183	0.123496	0.043539	0.064039	0.042056	0.036618	0.044154	0.087772	0.041157	0.033485	0.157774
[SEP]	0.178678	0.008614	0.003459	0.008278	0.006746	0.000889	0.004762	0.008521	0.001821	0.001738	0.001342	0.003138	0.001263	0.001231	0.000748	0.768774
