TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.033046	0.010673	0.010374	0.034123	0.021238	0.020224	0.024081	0.019594	0.017069	0.010011	0.009238	0.033099	0.025895	0.026447	0.073477	0.631413
None	0.005667	0.208186	0.002644	0.006022	0.000156	0.000300	0.002674	0.000040	0.000013	0.000007	0.000024	0.008737	0.002962	0.001809	0.026061	0.734698
of	0.014183	0.002754	0.460956	0.046084	0.005438	0.000562	0.004624	0.001036	0.000244	0.000103	0.000067	0.005397	0.001623	0.002721	0.048555	0.405652
the	0.043942	0.006635	0.019131	0.216715	0.010817	0.001846	0.008180	0.001635	0.000383	0.000496	0.000446	0.009715	0.001556	0.006623	0.064862	0.607017
original	0.047388	0.001068	0.003738	0.028055	0.122708	0.001877	0.004485	0.000243	0.000081	0.000023	0.000469	0.001193	0.008500	0.007693	0.028017	0.744463
buildings	0.141746	0.000858	0.000940	0.011246	0.001533	0.287943	0.014847	0.000377	0.000923	0.000072	0.000185	0.001141	0.000760	0.000961	0.042391	0.494077
in	0.033786	0.001191	0.003783	0.007573	0.001038	0.002716	0.214829	0.004908	0.001131	0.000094	0.000672	0.004031	0.001092	0.000895	0.013389	0.708873
En	0.040726	0.000060	0.000971	0.001530	0.000038	0.000215	0.006015	0.716772	0.000413	0.000040	0.000014	0.000940	0.000038	0.000094	0.018532	0.213601
##ga	0.018531	0.000079	0.000292	0.001489	0.000032	0.000388	0.002942	0.000896	0.395202	0.000172	0.000127	0.000186	0.000020	0.000122	0.014796	0.564727
##ku	0.035213	0.000111	0.000390	0.001483	0.000053	0.000173	0.001179	0.000133	0.000770	0.341260	0.000828	0.001345	0.000049	0.000110	0.018646	0.598256
##ji	0.159263	0.000192	0.001107	0.002829	0.000228	0.000496	0.007676	0.000061	0.000278	0.001035	0.352995	0.001634	0.000099	0.000251	0.047891	0.423966
are	0.043235	0.008686	0.002807	0.010184	0.000376	0.000796	0.004403	0.000725	0.000094	0.000154	0.000182	0.084469	0.003309	0.003306	0.018330	0.818944
still	0.066864	0.011632	0.001626	0.006332	0.003908	0.000899	0.003236	0.000069	0.000032	0.000016	0.000051	0.006869	0.333653	0.052165	0.023143	0.489507
remaining	0.043904	0.003753	0.006200	0.027881	0.001922	0.001690	0.009316	0.000107	0.000097	0.000007	0.000167	0.007180	0.008331	0.065854	0.017781	0.805809
.	0.025671	0.009099	0.015220	0.022760	0.007914	0.008997	0.014670	0.002940	0.002832	0.000556	0.001688	0.023632	0.006114	0.010944	0.058948	0.788014
[SEP]	0.013679	0.006732	0.005822	0.007999	0.003298	0.002581	0.014242	0.007424	0.006402	0.001713	0.002649	0.007538	0.006262	0.013147	0.018304	0.882210
