TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.159604	0.086144	0.025652	0.047801	0.062851	0.022829	0.065456	0.025003	0.014346	0.041483	0.032087	0.064386	0.109569	0.036013	0.099532	0.107244
None	0.025865	0.073429	0.003150	0.014247	0.020199	0.003767	0.020050	0.022071	0.007054	0.025723	0.033391	0.016384	0.025324	0.005516	0.327755	0.376077
of	0.017829	0.019497	0.004813	0.007365	0.009356	0.002828	0.018532	0.017544	0.006152	0.016740	0.031226	0.006169	0.007475	0.002334	0.384561	0.447579
the	0.009715	0.014310	0.005919	0.013886	0.016866	0.004310	0.026966	0.016843	0.003326	0.013587	0.022277	0.008062	0.011764	0.004180	0.381007	0.446981
original	0.007858	0.011498	0.004440	0.012707	0.028914	0.008503	0.026166	0.028444	0.012626	0.024119	0.030584	0.004052	0.008496	0.003509	0.365021	0.423063
buildings	0.014034	0.018443	0.009702	0.025395	0.055395	0.035930	0.045707	0.027854	0.007716	0.029357	0.026744	0.012569	0.018856	0.010282	0.307475	0.354540
in	0.016847	0.014995	0.012328	0.015896	0.019673	0.009346	0.046511	0.040035	0.013013	0.043408	0.033874	0.008605	0.012760	0.005357	0.330939	0.376412
En	0.008279	0.004973	0.000883	0.002287	0.003806	0.001323	0.007401	0.024111	0.005699	0.019500	0.036227	0.001318	0.002069	0.000636	0.406822	0.474667
##ga	0.001645	0.001853	0.000656	0.001481	0.001947	0.000571	0.005235	0.022084	0.006047	0.009415	0.024853	0.000373	0.000346	0.000156	0.415887	0.507452
##ku	0.009723	0.006727	0.001575	0.003590	0.004331	0.001454	0.006487	0.019387	0.006545	0.011370	0.019601	0.001944	0.001860	0.000689	0.415453	0.489264
##ji	0.004374	0.010906	0.001243	0.001921	0.002408	0.000819	0.005448	0.013723	0.004801	0.006294	0.019233	0.002893	0.002367	0.000634	0.425000	0.497934
are	0.017633	0.015167	0.003412	0.008552	0.009965	0.003857	0.029512	0.017499	0.001945	0.012613	0.016476	0.008735	0.010076	0.003115	0.384085	0.457358
still	0.005959	0.014138	0.002254	0.009829	0.011202	0.003137	0.031659	0.022863	0.002349	0.014136	0.016085	0.010258	0.014025	0.003433	0.384876	0.453797
remaining	0.016706	0.011607	0.002027	0.006053	0.006460	0.003409	0.015814	0.012787	0.001888	0.007595	0.012297	0.005074	0.006330	0.002316	0.407940	0.481699
.	0.063178	0.068134	0.056024	0.051943	0.059531	0.060607	0.063240	0.066331	0.058264	0.058656	0.060568	0.065759	0.069520	0.056471	0.070280	0.071496
[SEP]	0.061337	0.068197	0.057821	0.052786	0.060216	0.061495	0.063351	0.067128	0.060425	0.060290	0.061141	0.067449	0.071789	0.058272	0.063716	0.064587
