TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.073842	0.002738	0.001681	0.002961	0.006092	0.025696	0.011596	0.007164	0.001486	0.001055	0.012259	0.012135	0.004444	0.009322	0.019401	0.808129
None	0.014801	0.020417	0.010426	0.023983	0.035402	0.041364	0.048775	0.016014	0.003258	0.004323	0.004518	0.060961	0.070116	0.157257	0.335524	0.152860
of	0.010238	0.025856	0.006379	0.015064	0.023870	0.057881	0.030611	0.009859	0.001750	0.002723	0.003691	0.174682	0.091292	0.143944	0.258624	0.143537
the	0.009733	0.034084	0.009724	0.016506	0.033290	0.059437	0.063304	0.013551	0.001977	0.004281	0.007858	0.164269	0.095327	0.167797	0.240356	0.078504
original	0.019901	0.018706	0.008092	0.022106	0.034048	0.093313	0.055584	0.026275	0.007190	0.009688	0.023031	0.202519	0.099848	0.108737	0.103685	0.167277
buildings	0.033339	0.035878	0.009708	0.014433	0.019270	0.009669	0.024483	0.024886	0.009135	0.014470	0.005486	0.123427	0.053881	0.131396	0.185163	0.305377
in	0.028050	0.016131	0.005112	0.011116	0.035062	0.039193	0.014048	0.014294	0.010252	0.047793	0.067186	0.142302	0.096918	0.100828	0.109442	0.262273
En	0.004156	0.009698	0.002869	0.004323	0.012798	0.019735	0.050038	0.010813	0.009683	0.041841	0.177499	0.034444	0.039763	0.036706	0.051235	0.494398
##ga	0.004596	0.019264	0.004493	0.004957	0.010135	0.011412	0.015374	0.008382	0.005747	0.033283	0.161681	0.017066	0.043311	0.027418	0.024429	0.608453
##ku	0.004187	0.007424	0.001215	0.002139	0.003560	0.011973	0.007130	0.002779	0.003513	0.005565	0.089477	0.007354	0.006112	0.004197	0.012565	0.830810
##ji	0.008362	0.009286	0.002000	0.003358	0.005183	0.016281	0.013190	0.003636	0.002242	0.005807	0.034594	0.010346	0.006845	0.006102	0.027068	0.845699
are	0.032800	0.087367	0.008319	0.010318	0.014083	0.020502	0.016052	0.024904	0.005888	0.009986	0.017726	0.044314	0.041966	0.074017	0.323768	0.267992
still	0.017882	0.013157	0.001351	0.003726	0.003814	0.006418	0.006021	0.011814	0.002352	0.005684	0.006589	0.015188	0.018963	0.035535	0.244125	0.607380
remaining	0.052850	0.025992	0.002671	0.004713	0.006360	0.020675	0.005350	0.013005	0.015162	0.011439	0.014719	0.024241	0.030379	0.030253	0.195775	0.546416
.	0.016724	0.006961	0.002685	0.005244	0.007159	0.016303	0.006587	0.005640	0.001488	0.000732	0.003574	0.006856	0.005850	0.011482	0.043487	0.859227
[SEP]	0.013278	0.000649	0.000276	0.000479	0.001265	0.002979	0.002327	0.001930	0.001530	0.001869	0.004054	0.001160	0.001333	0.002708	0.008350	0.955813
