TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.048178	0.100971	0.021545	0.015748	0.028220	0.049054	0.116488	0.008324	0.003860	0.002992	0.020168	0.009587	0.009332	0.017855	0.394086	0.153593
None	0.038387	0.090716	0.011108	0.004862	0.003890	0.012023	0.058455	0.001141	0.000981	0.001827	0.005025	0.012668	0.025507	0.034449	0.364231	0.334730
of	0.027766	0.121263	0.017736	0.008181	0.030945	0.012231	0.051960	0.000418	0.000570	0.000628	0.001909	0.018452	0.074217	0.056088	0.304277	0.273359
the	0.034391	0.086020	0.017902	0.010065	0.036710	0.014281	0.073082	0.000863	0.000875	0.001084	0.003790	0.011264	0.043072	0.044448	0.248878	0.373274
original	0.034965	0.027231	0.022867	0.028293	0.047959	0.019377	0.040182	0.001966	0.002202	0.002641	0.006529	0.010570	0.013894	0.019468	0.121482	0.600376
buildings	0.015702	0.013123	0.002751	0.003527	0.026491	0.008741	0.021599	0.000736	0.001355	0.001291	0.003521	0.007606	0.018108	0.026149	0.135288	0.714012
in	0.024027	0.032607	0.017133	0.033622	0.148919	0.026265	0.073722	0.006178	0.004994	0.005418	0.011437	0.007778	0.011965	0.018762	0.114410	0.462764
En	0.007226	0.000676	0.000854	0.000789	0.003110	0.002059	0.004909	0.000649	0.001018	0.000901	0.001496	0.000370	0.001153	0.001304	0.032620	0.940866
##ga	0.005970	0.000395	0.000634	0.000780	0.003207	0.002482	0.002746	0.000784	0.001115	0.001274	0.001751	0.000558	0.001419	0.002288	0.027326	0.947271
##ku	0.006745	0.000736	0.001444	0.001524	0.007261	0.004553	0.009019	0.001232	0.002282	0.001357	0.002077	0.000294	0.000724	0.001504	0.033275	0.925974
##ji	0.019899	0.002620	0.001417	0.001786	0.003074	0.007187	0.009064	0.001727	0.002530	0.001686	0.002785	0.002858	0.004457	0.003633	0.056048	0.879231
are	0.085949	0.066711	0.011381	0.008137	0.008462	0.008432	0.045136	0.000554	0.000538	0.000579	0.002100	0.015739	0.056645	0.022633	0.392996	0.274010
still	0.114488	0.047418	0.011159	0.008925	0.004472	0.008107	0.047212	0.000775	0.000832	0.000738	0.002894	0.020726	0.024427	0.011802	0.420488	0.275535
remaining	0.106195	0.069748	0.018913	0.014322	0.011052	0.018622	0.058506	0.002089	0.001125	0.001980	0.006941	0.064372	0.075120	0.044878	0.283230	0.222906
.	0.033843	0.005703	0.002388	0.003062	0.004312	0.003215	0.004910	0.003842	0.003937	0.005323	0.004509	0.001495	0.002172	0.002037	0.043102	0.876152
[SEP]	0.028218	0.005068	0.005716	0.006207	0.009870	0.011022	0.006867	0.008029	0.017620	0.010265	0.010450	0.002411	0.002669	0.003942	0.046267	0.825379
