TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.004696	0.009729	0.004753	0.004807	0.004190	0.001309	0.003755	0.003581	0.000669	0.001130	0.000408	0.023565	0.029268	0.019084	0.363756	0.525301
None	0.079297	0.017297	0.004374	0.002505	0.002991	0.007240	0.018138	0.001073	0.001556	0.002456	0.009440	0.013052	0.037408	0.010202	0.354026	0.438944
of	0.012849	0.061098	0.012707	0.011364	0.015441	0.019034	0.006732	0.000755	0.000237	0.003256	0.003824	0.018954	0.054779	0.059902	0.285206	0.433863
the	0.028937	0.025372	0.018737	0.012263	0.015042	0.012253	0.003842	0.000918	0.000566	0.001674	0.001540	0.021499	0.039226	0.023131	0.322827	0.472175
original	0.008287	0.019693	0.010502	0.035737	0.024528	0.005361	0.006852	0.001780	0.001294	0.004997	0.003466	0.016358	0.016064	0.007646	0.331889	0.505544
buildings	0.023939	0.011016	0.006469	0.016880	0.061903	0.009266	0.001468	0.001122	0.001072	0.001661	0.001274	0.011440	0.031217	0.010220	0.334887	0.476166
in	0.016211	0.007582	0.002251	0.006254	0.015644	0.055096	0.015515	0.004576	0.000610	0.006848	0.009766	0.008743	0.017284	0.031923	0.307497	0.494199
En	0.003525	0.005614	0.002200	0.003420	0.002815	0.000875	0.020433	0.014244	0.002631	0.014376	0.017674	0.004223	0.002999	0.003550	0.351440	0.549980
##ga	0.002434	0.002033	0.001595	0.000695	0.001564	0.000329	0.001435	0.725786	0.005566	0.006425	0.002740	0.002527	0.004034	0.001081	0.090926	0.150831
##ku	0.012555	0.006388	0.002248	0.003126	0.002948	0.001420	0.011679	0.086514	0.215832	0.160210	0.053861	0.011618	0.015270	0.004452	0.175989	0.235889
##ji	0.008201	0.004976	0.000439	0.000581	0.000828	0.000254	0.004425	0.020703	0.033440	0.384612	0.109104	0.008049	0.008697	0.002370	0.165541	0.247779
are	0.031305	0.038092	0.004498	0.006650	0.003186	0.021415	0.007916	0.002047	0.002588	0.009527	0.015139	0.032679	0.100951	0.026443	0.292220	0.405342
still	0.008269	0.010320	0.000929	0.001507	0.001350	0.002667	0.001824	0.001127	0.000248	0.002111	0.001611	0.019739	0.019305	0.002444	0.364705	0.561844
remaining	0.010373	0.018579	0.002575	0.007498	0.013315	0.015202	0.002885	0.001767	0.002073	0.005626	0.003541	0.063636	0.116381	0.025786	0.293891	0.416870
.	0.062659	0.004844	0.002397	0.004490	0.006405	0.007214	0.010948	0.004357	0.004737	0.025602	0.022259	0.004103	0.006442	0.011572	0.373395	0.448577
[SEP]	0.068950	0.005495	0.003065	0.005856	0.007530	0.007456	0.013042	0.005659	0.006131	0.028559	0.023867	0.004889	0.006929	0.011885	0.367037	0.433650
