TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.097721	0.001854	0.002684	0.017658	0.002360	0.052805	0.025885	0.007261	0.009759	0.005599	0.026379	0.015156	0.003723	0.008245	0.036660	0.686251
None	0.021781	0.000447	0.000808	0.009474	0.000640	0.000399	0.002637	0.000025	0.000033	0.000020	0.000031	0.002360	0.000219	0.000751	0.027427	0.932947
of	0.046352	0.001653	0.001074	0.014662	0.002494	0.003417	0.009573	0.000376	0.000336	0.000549	0.001212	0.006221	0.000691	0.003374	0.034712	0.873302
the	0.044083	0.003281	0.007094	0.035845	0.014989	0.070500	0.050948	0.002789	0.007012	0.006660	0.021352	0.023157	0.004113	0.013490	0.074421	0.620264
original	0.010477	0.001839	0.001009	0.008087	0.000835	0.016766	0.007984	0.000943	0.000123	0.000466	0.001150	0.008240	0.001110	0.002344	0.050592	0.888034
buildings	0.037605	0.013818	0.008644	0.025225	0.002370	0.080881	0.095749	0.016639	0.013985	0.006773	0.031916	0.004896	0.001241	0.002892	0.128242	0.529125
in	0.024605	0.007619	0.005166	0.026393	0.024303	0.267515	0.084019	0.009090	0.013538	0.015287	0.070176	0.031556	0.008914	0.016728	0.038053	0.357039
En	0.229007	0.005872	0.006470	0.033972	0.008813	0.055966	0.046688	0.002359	0.008526	0.014266	0.062767	0.026497	0.003900	0.012380	0.205219	0.277297
##ga	0.057487	0.000958	0.002010	0.015407	0.000368	0.002633	0.008380	0.001376	0.000173	0.001104	0.003190	0.003591	0.000199	0.000253	0.109130	0.793740
##ku	0.140835	0.000845	0.004137	0.010771	0.000481	0.001102	0.020579	0.002851	0.001939	0.005688	0.029013	0.001530	0.000149	0.000192	0.190405	0.589483
##ji	0.132172	0.010137	0.010647	0.066789	0.002398	0.031095	0.061745	0.039199	0.015053	0.011970	0.058650	0.012133	0.002566	0.004657	0.216807	0.323982
are	0.043599	0.005634	0.006798	0.041949	0.002814	0.028161	0.018757	0.001354	0.001200	0.000716	0.004130	0.006339	0.000959	0.005276	0.098015	0.734299
still	0.005137	0.003145	0.001397	0.014594	0.015549	0.038230	0.007732	0.000386	0.000367	0.000150	0.000439	0.010644	0.002573	0.009095	0.023506	0.867055
remaining	0.001710	0.006205	0.001576	0.007896	0.008684	0.022186	0.007998	0.000546	0.000305	0.000115	0.000419	0.006622	0.003943	0.011760	0.019214	0.900820
.	0.151571	0.008043	0.020180	0.062333	0.005328	0.029598	0.026239	0.002313	0.024401	0.004977	0.032547	0.062577	0.007228	0.006898	0.082775	0.472990
[SEP]	0.155938	0.000973	0.001944	0.004814	0.000541	0.000921	0.003840	0.000466	0.000213	0.001157	0.001179	0.002111	0.000454	0.000549	0.072840	0.752060
