TOKEN	[CLS]	None	of	the	original	buildings	in	En	##ga	##ku	##ji	are	still	remaining	.	[SEP]
[CLS]	0.005513	0.028182	0.036239	0.011072	0.017419	0.043010	0.024284	0.042028	0.049460	0.025969	0.026902	0.011892	0.008759	0.015240	0.305281	0.348749
None	0.000748	0.003506	0.006168	0.003853	0.003639	0.015232	0.007420	0.004347	0.001365	0.002546	0.004939	0.000888	0.000853	0.001423	0.429175	0.513897
of	0.000443	0.001119	0.000974	0.000987	0.001053	0.003570	0.002453	0.001492	0.000428	0.001524	0.002564	0.000075	0.000090	0.000156	0.439335	0.543737
the	0.000605	0.000727	0.000320	0.000344	0.000348	0.000920	0.001347	0.000924	0.000401	0.001194	0.002070	0.000051	0.000059	0.000058	0.440148	0.550485
original	0.001334	0.001435	0.000685	0.000786	0.001316	0.002056	0.003602	0.002947	0.001262	0.003905	0.007938	0.000120	0.000155	0.000145	0.439904	0.532409
buildings	0.003779	0.003833	0.001638	0.001833	0.004018	0.008317	0.008080	0.002445	0.002642	0.003936	0.009963	0.000202	0.000202	0.000322	0.435985	0.512806
in	0.001227	0.000991	0.000380	0.000431	0.000631	0.001638	0.002712	0.001889	0.001005	0.001278	0.003436	0.000118	0.000183	0.000143	0.443841	0.540094
En	0.002403	0.000510	0.000160	0.000183	0.000203	0.000855	0.001484	0.006235	0.002248	0.003359	0.011610	0.000124	0.000119	0.000088	0.438690	0.531730
##ga	0.001805	0.000360	0.000030	0.000052	0.000057	0.000133	0.000711	0.003733	0.003087	0.002106	0.010269	0.000099	0.000092	0.000025	0.438135	0.539307
##ku	0.002501	0.001084	0.000178	0.000274	0.000329	0.001047	0.001993	0.002127	0.001440	0.001387	0.008239	0.000212	0.000338	0.000170	0.444861	0.533820
##ji	0.005721	0.002435	0.001276	0.001309	0.002217	0.009466	0.011430	0.004906	0.005230	0.007906	0.031428	0.000498	0.000777	0.000655	0.422770	0.491975
are	0.002349	0.002450	0.001193	0.000742	0.000489	0.001523	0.002017	0.002568	0.002225	0.002978	0.007579	0.000484	0.000392	0.000401	0.436211	0.536400
still	0.005200	0.003692	0.001815	0.000958	0.001282	0.002250	0.004169	0.004749	0.003967	0.007182	0.014246	0.000861	0.001365	0.001127	0.430489	0.516648
remaining	0.001933	0.001396	0.000740	0.000598	0.000977	0.001603	0.002795	0.003250	0.001968	0.005079	0.009605	0.000175	0.000199	0.000291	0.436014	0.533377
.	0.057807	0.056338	0.046744	0.045081	0.042072	0.058896	0.046975	0.065377	0.055453	0.068837	0.067147	0.037800	0.040920	0.037531	0.134177	0.138847
[SEP]	0.059778	0.057666	0.048947	0.046597	0.043458	0.060127	0.047772	0.067128	0.057913	0.071032	0.067817	0.039907	0.042856	0.039120	0.123047	0.126836
